exp_id,job_id,job_time,backend,shots,archt,rhs,qubits,layers,cost,operator,innerp,samples,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD
eb41e66a-545c-47a1-a474-133cd9996e05,"['635be39849bfe9d3dbd1a1ec', '635be39fb0c0601e49abe2b0', '635be3a40b130e20ae7f1ab1', '635be3a933259650b22f4fb8', '635be3adf4e3dd1fc0f46767']","28/10/2022, 16:13:44",ibmq_montreal,10,linear_alternating,hnx,5,1,Sato21_Nonnorm,SatoLiu21,HTest,10,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
09534f3d-f98a-44de-b925-e40763a2f151,['75b5ca36-0302-469b-b658-f3348adf1c85'],"31/10/2022, 11:21:16",simulator,10,linear_alternating,hnx,5,1,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
2df537e4-2240-434c-bd57-6f90c763fc56,['b9a53545-e79f-4693-879c-e6e3010dea7f'],"31/10/2022, 11:28:39",simulator,10,linear_alternating,hnx,5,1,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
97ff139b-adc3-4729-b9e5-9f0ad3641276,['ff0e2b3e-1eab-4c53-b9a9-f9702e076fb0'],"31/10/2022, 11:36:12",simulator,100,linear_alternating,hnx,5,1,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
bec3c224-1845-4d01-8675-24c77adb57a5,['8aa29918-b384-4f56-90fe-482ca8bbcfeb'],"31/10/2022, 11:44:05",simulator,100,linear_alternating,hnx,5,1,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
0f31760a-abe2-4392-9a9b-1eda57a9572d,['a51bec39-11f1-4146-bcb8-a03758876868'],"31/10/2022, 11:51:49",simulator,1000,linear_alternating,hnx,5,1,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1bb15710-348d-4802-a247-f95210197269,['7f7a4817-b184-48a2-8d55-15dc258d0f7b'],"31/10/2022, 11:59:55",simulator,1000,linear_alternating,hnx,5,1,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
70cdce2e-c43b-444c-b173-15d6406a71f6,['e0812116-316c-4114-ad9b-0d4bb26d1603'],"31/10/2022, 12:07:53",simulator,10000,linear_alternating,hnx,5,1,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
3fb58f06-cf3e-459d-b3ee-490702809a63,['f13a486f-ee49-4f56-b1f6-27e84246da78'],"31/10/2022, 12:18:23",simulator,10000,linear_alternating,hnx,5,1,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
015e98ed-2426-4656-b1ad-fb566462676b,['b7f109cc-87f9-4e4b-8b19-cfd127038856'],"31/10/2022, 12:28:44",simulator,100000,linear_alternating,hnx,5,1,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
934a3fad-d9df-4af2-bccb-e6d0c868bd89,['ecf74a37-e0b8-4ae1-a6f4-7b7dfe721f06'],"31/10/2022, 13:04:18",simulator,100000,linear_alternating,hnx,5,1,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
772002fe-3f9f-4043-8cd3-775ae15ec801,['20312530-d5f2-4e70-b76a-2748ea519bbf'],"31/10/2022, 13:40:11",simulator,10,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a7932683-fddc-4fc1-95be-11d271e5ca21,['a981b4b3-442f-490f-865e-22bc7a365e85'],"31/10/2022, 14:19:35",simulator,10,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
71066671-b911-4a1f-8254-cd9cab6a6069,['b1d73484-1a1b-42f4-a5a3-1beacf3676e5'],"31/10/2022, 14:58:39",simulator,100,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
5005a12b-4a75-4f08-9463-7d16e2bc1b0b,['13387748-bdda-4524-b8cb-e7e2444bb1a7'],"31/10/2022, 15:39:22",simulator,100,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
008ec373-b2a4-49da-a7b6-7afbb0880aec,['74e73a82-e265-441d-a175-8fb110e7750a'],"31/10/2022, 16:18:46",simulator,1000,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
5ee4c1be-7f06-43bb-a2b1-23ec49f7462d,['bb9c6a6a-d5ea-4383-83a4-b7a905ad1419'],"31/10/2022, 16:58:24",simulator,1000,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
54f2dc58-8581-4bc3-b7aa-616da531b0a1,['5ae88cf1-9aaa-46c7-b856-5060cf9b8565'],"31/10/2022, 17:38:08",simulator,10000,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
0d70eee0-6581-4680-848a-b244bb4f801e,['92a0a09b-bda1-4591-b4f8-58a4ca15ef9a'],"31/10/2022, 18:23:17",simulator,10000,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
7649ff18-8e05-455e-935f-b5fac6259238,['fbd96e33-3d83-4b8b-bc5a-8ac1e855cfb9'],"31/10/2022, 19:07:44",simulator,100000,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
f8c9fb04-7bc5-4b1e-9a45-7406fc315e67,['1da2e0c7-fa7c-4260-af74-dc7e9cb4b1ba'],"31/10/2022, 20:46:16",simulator,100000,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
15ee9059-23e0-4fae-b3c3-5f7de92f6025,"['636241fd7a88f2633894b610', '63624206328d241e709c1330', '6362420ab544029b20cb53b9', '6362420db544020c1ecb53ba', '636242109495173b63c2b252']","02/11/2022, 11:10:05",ibmq_montreal,100,linear_alternating,hnx,5,1,Sato21_Innerp,SatoLiu21,HTest,10,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4f2cac16-07e0-4b5f-b5b8-5ac96b1c46dc,"['636242379b9e8c3771838577', '6362423d526e3c5d67852b6f', '636242426d53b912c4a511b6', '63624247b54402b585cb53bc', '6362424b9b9e8c5be3838578']","02/11/2022, 11:11:02",ibmq_montreal,100,linear_alternating,hnx,5,1,Sato21_Nonnorm,SatoLiu21,HTest,10,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1bd1fdfe-41cd-4599-8c7e-af6134a61023,"['6362426a6d53b9f29ba511ba', '6362426d9b9e8c9ceb838579', '636242717a88f2a93194b612', '63624273f2ca6aaac087390d', '6362427694951756efc2b257']","02/11/2022, 11:11:54",ibmq_montreal,1000,linear_alternating,hnx,5,1,Sato21_Innerp,SatoLiu21,HTest,10,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
554d8ca5-bb90-4a2a-996d-595daebe026c,"['63624295526e3c146d852b72', '63624298328d248bda9c1333', '6362429c9b9e8c64c983857a', '6362429f9495170f3ec2b259', '636242a2f2ca6a6f8c87390f']","02/11/2022, 11:12:36",ibmq_montreal,1000,linear_alternating,hnx,5,1,Sato21_Nonnorm,SatoLiu21,HTest,10,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
bfd93490-5cb8-4912-93e9-cd48603224e7,"['636242c043e1f03532fd9b64', '636242c69b9e8cac7483857b', '636242cc9304fe335c50c3b7', '636242d043e1f0b98cfd9b65', '636242d39b9e8c4b8a83857c']","02/11/2022, 11:13:20",ibmq_montreal,10000,linear_alternating,hnx,5,1,Sato21_Innerp,SatoLiu21,HTest,10,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
5cb1d703-24d1-4aa1-bb21-2e1ae8a569fc,"['636242f47a88f2019394b613', '636242f7328d24b2cd9c1337', '636242fb6d53b90cb2a511be', '636242fd7a88f2305494b614', '636243009b9e8c086683857e']","02/11/2022, 11:14:12",ibmq_montreal,10000,linear_alternating,hnx,5,1,Sato21_Nonnorm,SatoLiu21,HTest,10,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
