exp_id,custom_tag,job_time,programm_id,backend,exact,shots,archt,rhs,qubits,layers,optimizer,cost,operator,innerp,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD
cdnq5rl1lma74nd124eg,ehningen_11nov22,"12/11/2022, 14:43:10",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdnu08ntrt2d1cmfoj0g,ehningen_11nov22,"12/11/2022, 19:04:18",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdojedlli5umfujbinf0,ehningen_13nov22,"13/11/2022, 19:28:06",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdojgkdli5umfujbinq0,ehningen_13nov22,"13/11/2022, 19:32:49",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdojgovtrt2d1cmfoqmg,ehningen_13nov22,"13/11/2022, 19:33:07",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdojgt51lma74nd12dk0,ehningen_13nov22,"13/11/2022, 19:33:24",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdojh1m739v42mjpk9c0,ehningen_13nov22,"13/11/2022, 19:33:42",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdojh5vtrt2d1cmfoqp0,ehningen_13nov22,"13/11/2022, 19:33:59",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdojiom8pi5tjg3mldig,ehningen_13nov22,"13/11/2022, 19:37:22",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,SPSA,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdojisvtrt2d1cmfoqv0,ehningen_13nov22,"13/11/2022, 19:37:39",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,SPSA,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdojj14f0ro547ja2udg,ehningen_13nov22,"13/11/2022, 19:37:56",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,SPSA,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdojj5l1lma74nd12du0,ehningen_13nov22,"13/11/2022, 19:38:14",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,SPSA,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdojj9t1lma74nd12dvg,ehningen_13nov22,"13/11/2022, 19:38:31",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,SPSA,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdp0jbdli5umfujbjqig,ehningen_13nov22,"14/11/2022, 10:26:05",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdp0k3dli5umfujbjqog,ehningen_14nov22,"14/11/2022, 10:27:41",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdp0kst1lma74nd13gf0,ehningen_14nov22,"14/11/2022, 10:29:23",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdp0l44f0ro547ja41bg,ehningen_14nov22,"14/11/2022, 10:29:52",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdp0lbftrt2d1cmfpu7g,ehningen_14nov22,"14/11/2022, 10:30:21",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdp0lim739v42mjplcf0,ehningen_14nov22,"14/11/2022, 10:30:50",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdp0n3dli5umfujbjr40,ehningen_14nov22,"14/11/2022, 10:34:05",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdp0na5li5umfujbjr5g,ehningen_14nov22,"14/11/2022, 10:34:32",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdp0nh4f0ro547ja41kg,ehningen_14nov22,"14/11/2022, 10:35:00",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdp0nocf0ro547ja41lg,ehningen_14nov22,"14/11/2022, 10:35:29",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdp0nusf0ro547ja41ng,ehningen_14nov22,"14/11/2022, 10:35:55",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdp0p068pi5tjg3mmh10,ehningen_14nov22,"14/11/2022, 10:38:08",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,NFT,Sato21_Innerp,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdp0p7e739v42mjplct0,ehningen_14nov22,"14/11/2022, 10:38:37",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,NFT,Sato21_Innerp,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdp0pelli5umfujbjrh0,ehningen_14nov22,"14/11/2022, 10:39:06",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,NFT,Sato21_Innerp,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdp0ple739v42mjplcv0,ehningen_14nov22,"14/11/2022, 10:39:33",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,NFT,Sato21_Innerp,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdp0ps7trt2d1cmfpurg,ehningen_14nov22,"14/11/2022, 10:40:00",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,NFT,Sato21_Innerp,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdp0qut1lma74nd13h8g,ehningen_14nov22,"14/11/2022, 10:42:19",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,POWELL,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdp0r5lli5umfujbjrrg,ehningen_14nov22,"14/11/2022, 10:42:46",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,POWELL,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdp0rct1lma74nd13hag,ehningen_14nov22,"14/11/2022, 10:43:15",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,POWELL,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdp0rk51lma74nd13hcg,ehningen_14nov22,"14/11/2022, 10:43:44",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,POWELL,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdp0rr7trt2d1cmfpv5g,ehningen_14nov22,"14/11/2022, 10:44:12",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,POWELL,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdps64cf919jtmnbj3lg,ehningen_15nov22,"15/11/2022, 17:49:29",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,L_BFGS_B,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdq9s5as6h6ldospgrk0,ehningen_16nov22,"16/11/2022, 09:23:49",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,POWELL,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdqa1fdame5q2lki2gpg,ehningen_14nov22,"16/11/2022, 09:35:09",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdqa23etr36vtfj8m3c0,ehningen_14nov22,"16/11/2022, 09:36:29",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdqa2adnfm78gd4n8e2g,ehningen_14nov22,"16/11/2022, 09:36:57",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdqa2hdame5q2lki2gv0,ehningen_14nov22,"16/11/2022, 09:37:25",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdqa2ocf919jtmnbkojg,ehningen_14nov22,"16/11/2022, 09:37:53",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdqa2v5nfm78gd4n8e4g,ehningen_14nov22,"16/11/2022, 09:38:20",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,NFT,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdqblulnfm78gd4n8jj0,ehningen_15nov22,"16/11/2022, 11:27:06",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,L_BFGS_B,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdqbm5as6h6ldosph26g,ehningen_15nov22,"16/11/2022, 11:27:33",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,L_BFGS_B,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdqbmc5nfm78gd4n8jtg,ehningen_15nov22,"16/11/2022, 11:28:00",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,L_BFGS_B,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdqbmjdnfm78gd4n8jvg,ehningen_15nov22,"16/11/2022, 11:28:29",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,L_BFGS_B,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdr12du21u45244a1570,ehningen_14nov22,"17/11/2022, 11:47:19",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,NFT,Sato21_Innerp,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdr15fdame5q2lki4jtg,ehningen_16nov22,"17/11/2022, 11:53:49",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,POWELL,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdr15n5nfm78gd4naitg,ehningen_16nov22,"17/11/2022, 11:54:28",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,POWELL,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdr161621u45244a15j0,ehningen_16nov22,"17/11/2022, 11:55:00",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,POWELL,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdr167qs6h6ldospj2o0,ehningen_16nov22,"17/11/2022, 11:55:27",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,POWELL,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cdrov2eqm5bv7jt5d830,ehningen_15nov22,"18/11/2022, 14:58:34",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,L_BFGS_B,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdto8oi6ao67p4pojiog,ehningen_21nov22,"21/11/2022, 15:00:02",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,SPSA,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdto90ftoig1dahjsgqg,ehningen_21nov22,"21/11/2022, 15:00:33",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,SPSA,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdto987toig1dahjsgrg,ehningen_21nov22,"21/11/2022, 15:01:04",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,SPSA,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdto9gdsrf3uv33nj5gg,ehningen_21nov22,"21/11/2022, 15:01:37",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,SPSA,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdto9ontoig1dahjsgtg,ehningen_21nov22,"21/11/2022, 15:02:10",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,SPSA,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdtoc9fbr2dt87ak2i20,ehningen_21nov22,"21/11/2022, 15:07:33",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,POWELL,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdtoch26ao67p4pojit0,ehningen_21nov22,"21/11/2022, 15:08:04",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,POWELL,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdtocomqm5bv7jt5eev0,ehningen_21nov22,"21/11/2022, 15:08:34",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,POWELL,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdtod0ftoig1dahjsh0g,ehningen_21nov22,"21/11/2022, 15:09:05",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,POWELL,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
cdtod7mqm5bv7jt5ef00,ehningen_21nov22,"21/11/2022, 15:09:34",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,10000,linear_alternating,hnx,5,3,POWELL,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,True,False
