exp_id,job_id,job_time,backend,shots,archt,rhs,qubits,layers,cost,operator,innerp,samples,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD
6708b5d1-72fb-46ac-a0f7-e0c341aec357,['632d76f3c59fb1ea5db078c2'],"23/09/2022, 11:05:55",ibmq_ehningen,10,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
5a778f07-4545-4bcc-bc05-7c664a279495,['632d77397fcd17939573ca09'],"23/09/2022, 11:07:05",ibmq_ehningen,10,linear_alternating,hnx,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
3889d285-931b-4e2c-95ca-005fa3146cc8,['632d77547fcd17b94373ca0b'],"23/09/2022, 11:07:32",ibmq_ehningen,10,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c22d97c0-8071-4a5d-9597-16f2aedb5c1d,['632d779a6ebe09d3b7fb0ec9'],"23/09/2022, 11:08:42",ibmq_ehningen,100,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
e68e559d-6276-4c6b-9678-8b19818af758,['632d77b5c59fb19b53b078c3'],"23/09/2022, 11:09:09",ibmq_ehningen,100,linear_alternating,hn,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b9fd19a3-03b7-4866-ac7c-f32e528d1b41,['632d77f9c59fb12561b078c4'],"23/09/2022, 11:10:17",ibmq_ehningen,100,linear_alternating,hn,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
0429df5b-9508-4417-9ae8-44c7575dbadb,['632d78157fcd17461373ca0d'],"23/09/2022, 11:10:45",ibmq_ehningen,100,linear_alternating,hn,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1a0f13e7-631e-4959-a5c4-517339b49880,['632d78586ebe095d9bfb0ecb'],"23/09/2022, 11:11:52",ibmq_ehningen,100,linear_alternating,hnx,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
e3c3a069-9f90-48a5-b3c8-7dbae2be190e,['632d7874f4e826f250cbb489'],"23/09/2022, 11:12:20",ibmq_ehningen,100,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a6adb2e2-7fa7-4e2f-a5fc-9309fd727f3a,['632d78baf4e82692afcbb48a'],"23/09/2022, 11:13:29",ibmq_ehningen,100,linear_alternating,hnx,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
2b27967c-d74a-4739-9b9e-148d418a1f28,['632d78d67fcd1784df73ca0e'],"23/09/2022, 11:13:58",ibmq_ehningen,100,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
28f9179d-e719-4607-933d-685426719a8c,['632d791a7fcd17d01373ca0f'],"23/09/2022, 11:15:06",ibmq_ehningen,1000,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
07680211-2e48-4105-9950-5124bf0e4232,['632d79356ebe09178dfb0ecc'],"23/09/2022, 11:15:33",ibmq_ehningen,1000,linear_alternating,hn,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
2cd680ba-3002-4ac6-8986-950617f891db,['632d797b7fcd173c7273ca10'],"23/09/2022, 11:16:43",ibmq_ehningen,1000,linear_alternating,hn,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4d3da709-be32-47b6-88da-e09526ad55e4,['632d79987fcd17d42d73ca11'],"23/09/2022, 11:17:12",ibmq_ehningen,1000,linear_alternating,hn,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
34be3725-e5a5-4ae4-9642-710027678ca1,['632d79df7fcd1749b673ca12'],"23/09/2022, 11:18:23",ibmq_ehningen,1000,linear_alternating,hnx,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
83a3bc34-4435-451e-b59c-14183c21f2a4,['632d79fac59fb1dd54b078c6'],"23/09/2022, 11:18:50",ibmq_ehningen,1000,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1d2b194e-e62e-42ff-aad7-16d91abdcdab,['632d7a41c59fb1367db078c7'],"23/09/2022, 11:20:01",ibmq_ehningen,1000,linear_alternating,hnx,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
7684a65b-3894-451b-886d-6494767204ad,['632d7a5e6ebe09091efb0ece'],"23/09/2022, 11:20:30",ibmq_ehningen,1000,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
ffa1fbed-9027-4260-916e-469c9e38d8a1,['632d7aa26ebe09a804fb0ecf'],"23/09/2022, 11:21:38",ibmq_ehningen,10000,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
6a0bfcd2-64e2-4667-9c88-f6df4b05fc00,['632d7abef4e8264c34cbb48c'],"23/09/2022, 11:22:06",ibmq_ehningen,10000,linear_alternating,hn,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
72bbb77e-1038-4fab-b30f-72c8f532e47e,['632d7b01c59fb11cbdb078c8'],"23/09/2022, 11:23:13",ibmq_ehningen,10000,linear_alternating,hn,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
5eafe63b-5c47-49b3-8bbe-99a8f7e1e9fe,['632d7b1d7fcd17ec0b73ca14'],"23/09/2022, 11:23:41",ibmq_ehningen,10000,linear_alternating,hn,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
f67baef8-3153-4ce8-b4ff-39fbbc392732,['632d7b60f4e8260fd3cbb48d'],"23/09/2022, 11:24:48",ibmq_ehningen,10000,linear_alternating,hnx,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
dc2784d8-2761-48ad-9e38-e300bb2541fb,['632d7b7dc59fb1c89cb078c9'],"23/09/2022, 11:25:17",ibmq_ehningen,10000,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
342157dd-bb14-465d-9783-2a883a6b7d17,['632d7bc16ebe093238fb0ed0'],"23/09/2022, 11:26:25",ibmq_ehningen,10000,linear_alternating,hnx,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b892cd5a-40b1-4934-995e-fba5394ff4b5,['632d7bdf7fcd17866d73ca16'],"23/09/2022, 11:26:55",ibmq_ehningen,10000,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8b93e205-7dc1-43fa-b937-07519141587c,['c073fa82-6cca-4d4b-a54e-266732da6f4a'],"26/09/2022, 18:39:04",simulator,1000,linear_alternating,hn,5,3,Sato21_Innerp,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
818ba39c-fed2-467c-ae0f-662fe5bf7108,['e7475e75-256e-442e-8110-686951a38e0b'],"27/09/2022, 11:06:15",simulator,1000,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
79fd5a14-5734-4435-86cc-bf3cdcedde94,['738dcd5d-b173-4c98-9665-d628e1fbd9d9'],"27/09/2022, 11:06:19",simulator,1000,linear_alternating,hn,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
377e4fa3-1544-4fab-ac73-cf52f9ece2a5,['c1a60e3f-089d-4761-91de-060d7fa55676'],"27/09/2022, 11:37:06",simulator,10,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a9c28a57-b71a-43f8-b25c-cc750191c5ca,['c723aad1-9f92-47c0-beb4-a35bf758fbf9'],"27/09/2022, 11:37:10",simulator,10,linear_alternating,hn,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
60d3988c-7f44-409c-b6e6-c0147c039e4a,['38988179-0cb2-43f0-b24a-6b56bb9d5314'],"27/09/2022, 11:37:13",simulator,10,linear_alternating,hn,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
5681f76b-4d9a-41d6-b732-6c0cfa3f9640,['7aa4a093-5420-49de-829e-120c08d95d77'],"27/09/2022, 11:37:17",simulator,10,linear_alternating,hn,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
2211a99d-217d-48c2-8152-a02fae20404c,['da7244b3-ca71-40ea-9b9e-33cbfa9e5ba9'],"27/09/2022, 11:37:20",simulator,100,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
5390bf9c-ee0a-4310-bfc1-2b5df45efa55,['26e1e31e-1edd-403a-bef8-120fbdef2e66'],"27/09/2022, 11:37:24",simulator,100,linear_alternating,hn,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
46af501e-7ff1-497e-a967-c9700b54fe9c,['e9e623e8-8308-477b-a6d0-4106bbe48993'],"27/09/2022, 11:37:27",simulator,100,linear_alternating,hn,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8afc99b3-ff9d-4c0c-a399-9e5d0be00c1e,['f61683e2-fc9b-4087-8eab-ea20d72824f6'],"27/09/2022, 11:37:31",simulator,100,linear_alternating,hn,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b26c369c-1dc8-4044-9b3c-591682443f25,['6410279b-29ea-427d-bfd6-e096df9cac2f'],"27/09/2022, 11:37:34",simulator,1000,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
