job_id,backend,archt,qubits,layers,parameters,depth,cnots,samples,shots,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD,mem,p=0,p=1,p=5,p=10,p=25,p=50,p=75,p=90,p=95,p=99,p=100
fa1bb922-f6ba-4d24-bb3a-fc86de339fbe,aer_simulator,linear,3,2,9,8,4,10,100,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9554699077991796,0.9576381680728381,0.966311209167472,0.9771525105357645,0.9823016118868149,0.9861480969152188,0.9889377517310978,0.9924547587765449,0.9928443671497588,0.9931560538483298,0.9932339755229727
fa1bb922-f6ba-4d24-bb3a-fc86de339fbe,aer_simulator,linear,3,3,12,11,6,10,100,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9798098480282857,0.9799704773969499,0.9806129948716065,0.9814161417149273,0.9828616828532265,0.9851376296667018,0.9871302750628825,0.9903350583168877,0.9913728404101934,0.9922030660848378,0.9924106225034989
fa1bb922-f6ba-4d24-bb3a-fc86de339fbe,aer_simulator,linear,4,0,4,2,0,10,100,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9357066630757476,0.9365269553517264,0.9398081244556418,0.943909585835536,0.9529844647654082,0.9786803636395028,0.9847126207620603,0.9886731016164508,0.9890738838729373,0.9893945096781264,0.9894746661294237
fa1bb922-f6ba-4d24-bb3a-fc86de339fbe,aer_simulator,linear,4,1,8,6,3,10,100,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9349717344965454,0.9349743590221298,0.9349848571244677,0.93499797975239,0.9474450318176065,0.9662755536204184,0.9753059774053159,0.9779007203494231,0.9802758117479825,0.98217588486683,0.9826509031465419
fa1bb922-f6ba-4d24-bb3a-fc86de339fbe,aer_simulator,linear,4,2,12,9,6,10,100,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.914244976955466,0.916059092158473,0.9233155529705012,0.9323861289855364,0.9467783731194888,0.9586243061936663,0.9672438149317495,0.9706841245115927,0.9712112713475163,0.971632988816255,0.9717384181834398
fa1bb922-f6ba-4d24-bb3a-fc86de339fbe,aer_simulator,linear,4,3,16,12,9,10,100,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9445111482914158,0.9446072159197558,0.9449914864331159,0.945471824574816,0.9481209103999728,0.9593959632036689,0.9722638689723843,0.9820949132024737,0.9833169456353729,0.9842945715816922,0.9845389780682721
629a847b16ca60b6d57e1ddd,ibm_perth,linear,1,1,2,7,0,10,100,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.975339777348789,0.9767845040047685,0.9825634106286867,0.9897870439085844,0.9967198872112487,0.9986526497605448,0.999794994653135,0.999930855981993,0.9999632218143828,0.9999891144802946,0.9999955876467725
629a847b16ca60b6d57e1ddd,ibm_perth,linear,1,2,3,9,0,10,100,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9865449545849927,0.987088838519944,0.989264374259749,0.9919837939345053,0.9983973894681331,0.9994658137541758,0.9997808904707289,0.9999530587442701,0.9999723338493745,0.999987753933458,0.9999916089544788
629a847b16ca60b6d57e1ddd,ibm_perth,linear,2,1,4,10,1,10,100,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9723659968813245,0.9725942472995984,0.973507248972694,0.9746485010640634,0.9800817952426737,0.9837799261892877,0.9939988550354371,0.9974068842215491,0.9980040186363337,0.9984817261681614,0.9986011530511184
629a847b16ca60b6d57e1ddd,ibm_perth,linear,2,2,6,15,2,10,100,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9602573612533487,0.9614072322017853,0.9660067159955317,0.9717560707377145,0.9845720740216687,0.9884307120181098,0.9954856707468385,0.9972898691333041,0.9978573554201126,0.9983113444495593,0.9984248417069209
629a847b16ca60b6d57e1ddd,ibm_perth,linear,1,1,2,7,0,10,100,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,True,0.969482607694271,0.9710172329625217,0.9771557340355249,0.9848288603767789,0.9885885365907552,0.9973712099262129,0.99980895319492,0.9999036522622765,0.9999517909246872,0.9999903018546158,0.9999999295870979
629a847b16ca60b6d57e1ddd,ibm_perth,linear,1,2,3,9,0,10,100,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,True,0.9974812494295633,0.9975408127841471,0.9977790662024825,0.9980768829754016,0.9986123814619063,0.9993702643121762,0.9996779107107204,0.9997690731830746,0.9998489672836637,0.9999128825641348,0.9999288613842526
629a847b16ca60b6d57e1ddd,ibm_perth,linear,2,1,4,10,1,10,100,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,True,0.9699794653351038,0.9706310980442517,0.9732376288808434,0.976495792426583,0.9809038638621085,0.9861605751669644,0.9952099289819182,0.996992428891122,0.9974983168337531,0.9979030271878581,0.9980042047763843
629a847b16ca60b6d57e1ddd,ibm_perth,linear,2,2,6,15,2,10,100,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,True,0.9661418572326971,0.9677055528539129,0.9739603353387764,0.9817788134448555,0.9885762717702902,0.9925992658950581,0.9971861220576584,0.9977708841901824,0.9984693683067465,0.9990281555999976,0.9991678524233104
c33a232a-b7f7-4523-9449-b2e57915b424,aer_simulator,linear,3,0,3,2,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9951959277959405,0.9958362037849923,0.9965834940815859,0.9967819136439161,0.9975212805671864,0.9984252925155421,0.9988966883270285,0.9991051950056653,0.9993372112330835,0.9995592762855904,0.9996293643242232
c33a232a-b7f7-4523-9449-b2e57915b424,aer_simulator,linear,3,1,6,5,2,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9946679331519379,0.9948519360957941,0.9957477999592046,0.9962423878131444,0.997798985041088,0.9984484972622081,0.9990495266936527,0.9993624702537993,0.9993987195969181,0.9994552937337636,0.9994672549175125
c33a232a-b7f7-4523-9449-b2e57915b424,aer_simulator,linear,3,2,9,8,4,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9950742140355013,0.9951501320443255,0.9957759390632421,0.9966041768213851,0.9974478433509283,0.9982418667026591,0.9989055465097872,0.9993978770519996,0.9995266457039976,0.9996201351110288,0.9996648080594496
c33a232a-b7f7-4523-9449-b2e57915b424,aer_simulator,linear,5,0,5,2,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9870335267690565,0.9874104297525104,0.9891906542210916,0.9897503175030554,0.9905077899494708,0.9922261974389368,0.9944118322198693,0.9950264166044395,0.9955313590800988,0.9969235616982725,0.9974236238019372
c33a232a-b7f7-4523-9449-b2e57915b424,aer_simulator,linear,5,1,10,7,4,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9852440081684962,0.9858425907759248,0.9883811290623566,0.9894724742885578,0.9902026743890823,0.9913924897536793,0.9932076718130913,0.99427656065598,0.9946865925528555,0.9952489712029639,0.995683088877644
c33a232a-b7f7-4523-9449-b2e57915b424,aer_simulator,linear,5,2,15,10,8,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9853550542494727,0.9856705579966354,0.986769994104886,0.9874343624800725,0.9896332294613129,0.9914140151104813,0.9930691635353042,0.9945027359618699,0.9955018515199516,0.9961181572581322,0.996274575534647
629a917916ca6068d37e1e07,ibmq_toronto,linear,3,0,3,5,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9900464481710175,0.9903046206796335,0.9910560006675859,0.9915000614103476,0.9927926479186289,0.9951885631338272,0.9972518065365557,0.9984573481799902,0.9988018709622791,0.9993805592170624,0.999525498936176
629a917916ca6068d37e1e07,ibmq_toronto,linear,3,1,6,11,2,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9625069886559054,0.9665571279752966,0.9767816252444561,0.9835906767794229,0.9874067529743972,0.9910763997593216,0.994261630361094,0.9965721146152065,0.9969763239926802,0.9978532457999463,0.9985956500614646
629a917916ca6068d37e1e07,ibmq_toronto,linear,3,2,9,17,4,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9599247320028272,0.9607139049690256,0.9715788844992462,0.975222326160887,0.9820874691320051,0.9881346681648457,0.992092368504647,0.9948653653142839,0.9962135404402118,0.9968514191063266,0.997243992959942
629a917916ca6068d37e1e07,ibmq_toronto,linear,5,0,5,5,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9367538075259078,0.9433364088944088,0.9602061922069375,0.9628915509633165,0.9782533193864613,0.9853459535423524,0.9887387440882396,0.9903614141130433,0.9927848434034624,0.9942301620683134,0.9949267012559403
629a917916ca6068d37e1e07,ibmq_toronto,linear,5,1,10,13,4,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9436331289040073,0.9439007867015059,0.9594779587417545,0.9609475004795294,0.9708889147776828,0.9741083512368157,0.9800219613065092,0.9843758068449734,0.9858756218155739,0.9886341033149079,0.9891820250078661
629a917916ca6068d37e1e07,ibmq_toronto,linear,5,2,15,19,8,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9276199373017664,0.9302522645510776,0.9353493844240744,0.9431535286076659,0.9555842368948977,0.9633054474337416,0.9686844605243545,0.9720463609997878,0.9742123482948627,0.9782651767665322,0.9795521758907411
629a9191a70e337fca6090cb,ibmq_kolkata,linear,3,0,3,5,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9909498512458541,0.9919364281844515,0.9937854884267002,0.994215404253062,0.9956216881470579,0.9977553959826937,0.9984275508179526,0.9991019578023128,0.9991166635967472,0.9994539961653007,0.9996030022096197
629a9191a70e337fca6090cb,ibmq_kolkata,linear,3,1,6,11,2,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9695128311217348,0.9710839844897715,0.977752620389445,0.9825130878783731,0.990005307858012,0.9949074845093024,0.9965362683866567,0.9973872299225741,0.9979244863055656,0.9987795463961715,0.9988753717602943
629a9191a70e337fca6090cb,ibmq_kolkata,linear,3,2,9,17,4,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9748097100905228,0.975812131779167,0.9791206888201034,0.9798922304014056,0.9878133927842327,0.9919367826183847,0.9954488372213834,0.9972537720240012,0.9978989096415449,0.9986309910260139,0.9988398893103311
629a9191a70e337fca6090cb,ibmq_kolkata,linear,5,0,5,5,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9748072658230869,0.9749852912151875,0.9770205244491197,0.9803679674024175,0.9874883524157885,0.9898662292316939,0.991285721764229,0.9933854291360049,0.993783565611402,0.9945227959219239,0.9948635911093969
629a9191a70e337fca6090cb,ibmq_kolkata,linear,5,1,10,13,4,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9620543512452674,0.9638859687931188,0.9683526000382587,0.9707366248799351,0.9797586710912827,0.9840630767710723,0.9872696359108386,0.9892285697106812,0.989972838519853,0.9918355209940122,0.9934398025554646
629a9191a70e337fca6090cb,ibmq_kolkata,linear,5,2,15,19,8,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9524589044532752,0.9549845372890452,0.959614075305966,0.9641243754087765,0.9667802586124579,0.9732699115855817,0.9791784318236706,0.9825571837026834,0.9845577774099666,0.9865144208738692,0.9874556209140123
629b596b22557e3ca5648b19,ibmq_toronto,linear,7,0,7,5,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.8618854481451573,0.8737095803944094,0.8970335646367108,0.905951404667025,0.9268196588745609,0.9487305431618411,0.9633094175971924,0.9713672721222852,0.9751070043695368,0.9809318113874058,0.9827716290067798
629b596b22557e3ca5648b19,ibmq_toronto,linear,7,1,14,15,6,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.8759948706171605,0.8779579759017406,0.8867683921612226,0.8941076413911137,0.9106582996854328,0.9240582171356395,0.9411532721832572,0.9500568258940189,0.951735018604072,0.9540359152594154,0.9540961770199075
629b596b22557e3ca5648b19,ibmq_toronto,linear,7,2,21,21,12,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.8647380525239394,0.8650472054211469,0.8739994453356041,0.8890307029050591,0.9007631999307497,0.9057313855616657,0.9158896543390582,0.9252517782566226,0.9323214950981843,0.9368738127440694,0.9369203449648024
629b596b22557e3ca5648b19,ibmq_toronto,linear,10,0,10,5,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.46236069196273344,0.463768389693546,0.484633768777429,0.5022621696516432,0.6025410037593438,0.7217437359029149,0.8184576206444933,0.8524555104577081,0.8851657451637327,0.8955411526330086,0.8993238249161297
629b596b22557e3ca5648b19,ibmq_toronto,linear,10,1,20,18,9,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.5799666408728865,0.5940452693808005,0.615083264086232,0.6355511415816539,0.6719207631917393,0.729849531666787,0.7509262491763926,0.7673941245692486,0.7801635359815827,0.8212836959599861,0.828162045598093
629b596b22557e3ca5648b19,ibmq_toronto,linear,10,2,30,24,18,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.3473390251285018,0.3941523432132675,0.5253464276174769,0.5480899063086268,0.5813983210337199,0.6314450862172984,0.676644633723633,0.715789961170004,0.7214955750903834,0.7286911545593527,0.7306178700084787
629b598ad624bee7e9c8aed0,ibmq_kolkata,linear,7,0,7,5,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9505928221662737,0.9516576945512385,0.9598115215914583,0.9623951137166947,0.9656852263979385,0.9704675112277628,0.9751455970981866,0.9790129018271931,0.9822471803481501,0.9856518477231541,0.9856954439554946
629b598ad624bee7e9c8aed0,ibmq_kolkata,linear,7,1,14,15,6,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.8649088066382864,0.8770342034325871,0.90150563366337,0.9112173188407513,0.9213325892731169,0.939720911556874,0.947274900186504,0.9521653215003646,0.9572786085705496,0.9643880762850416,0.965030899861458
629b598ad624bee7e9c8aed0,ibmq_kolkata,linear,7,2,21,21,12,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.8543860170193458,0.8587160985578939,0.8938869914018689,0.8982825816375564,0.9070253922698794,0.9270076044734537,0.9386958709563827,0.9448342069113975,0.9474794638891589,0.9531049053589075,0.9553843765550384
629b598ad624bee7e9c8aed0,ibmq_kolkata,linear,10,0,10,5,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.7904140759759201,0.7908439413510492,0.7978114194547306,0.8364608289123757,0.8793056349545332,0.904229948977211,0.9257508403595257,0.9350368967989598,0.9387482647360577,0.9462327173441851,0.9483229560210421
629b598ad624bee7e9c8aed0,ibmq_kolkata,linear,10,1,20,18,9,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.5001603669280268,0.5094975120910114,0.5403015604368258,0.571013151115158,0.6369184773413015,0.7162084785566698,0.7617639724648977,0.7826059308219165,0.7943946128699544,0.825895544157271,0.834255748629799
629b598ad624bee7e9c8aed0,ibmq_kolkata,linear,10,2,30,24,18,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.36207885410296614,0.43362114129285423,0.5336230076290699,0.5826213119430617,0.6057010984207547,0.6414613936311347,0.6793618343504543,0.7088323325706419,0.7324511147371643,0.7583146673397557,0.7735172158776171
f8f9871f-9188-4e70-a6fd-53b0643f6596,aer_simulator,linear,3,0,3,2,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9955599740684629,0.9956898317002747,0.9959040623034848,0.9966526265211093,0.9974474675450369,0.9984310202569688,0.9988950149014775,0.9992571212353526,0.9994248071499144,0.9996623096056181,0.9997277734167139
f8f9871f-9188-4e70-a6fd-53b0643f6596,aer_simulator,linear,3,1,6,5,2,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9921386507546146,0.9940427458475969,0.9963922195143526,0.9967574902831385,0.9974565784763388,0.9982614358659887,0.9988541742291179,0.9991542436508465,0.9992238107843584,0.9996292844013367,0.9996781975182168
f8f9871f-9188-4e70-a6fd-53b0643f6596,aer_simulator,linear,3,2,9,8,4,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9959953518195039,0.9960332251003424,0.996504121400982,0.9970956514347086,0.9976417372298975,0.9981464376628942,0.9989373865454911,0.9991969964277607,0.9992891721153558,0.9995274865036405,0.9996425177774823
f8f9871f-9188-4e70-a6fd-53b0643f6596,aer_simulator,linear,5,0,5,2,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9828225748929373,0.98490248619337,0.9889243596313493,0.989158269361499,0.9904480667098108,0.992572121887217,0.9937476339495808,0.9948443522514807,0.9959556298619139,0.9972911011207172,0.9974341462085928
f8f9871f-9188-4e70-a6fd-53b0643f6596,aer_simulator,linear,5,1,10,7,4,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9850999308050515,0.9857451423175769,0.9882879079413203,0.9888618572814697,0.990159133708783,0.991344242851819,0.9931993613510356,0.9945065425263806,0.9948052191965282,0.9966750466689941,0.9976199456475213
f8f9871f-9188-4e70-a6fd-53b0643f6596,aer_simulator,linear,5,2,15,10,8,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9844798650029529,0.9853008521239517,0.987247956321867,0.9880041589929575,0.9900883738692876,0.9914976574335794,0.9934182561732284,0.9942796419582168,0.9947819922027463,0.9952502787991689,0.9953447087914804
f8f9871f-9188-4e70-a6fd-53b0643f6596,aer_simulator,linear,7,0,7,2,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9599162354356497,0.9599603623708461,0.9628636431493858,0.9661404261263057,0.9706121971828348,0.9779869253327531,0.9836112828978217,0.985772293923256,0.9876217701962963,0.9899166109457892,0.9905647206519921
f8f9871f-9188-4e70-a6fd-53b0643f6596,aer_simulator,linear,7,1,14,9,6,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9541402684779621,0.9557062542044329,0.9578943291263629,0.9602830562934213,0.9628715884006837,0.9676687961305233,0.9722895667607461,0.9781275241771638,0.9793511585970723,0.9818248160849335,0.982936355457958
f8f9871f-9188-4e70-a6fd-53b0643f6596,aer_simulator,linear,7,2,21,12,12,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9545317572920395,0.9558225045862628,0.9586718160569765,0.960910629889634,0.9637402183617599,0.9672270942405254,0.9692828968756222,0.9714939038577639,0.9745452426753789,0.976412081195855,0.976766508056967
f8f9871f-9188-4e70-a6fd-53b0643f6596,aer_simulator,linear,10,0,10,2,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.8446143642840777,0.8496254973653368,0.8696478832131234,0.8740415125563524,0.8940787822129082,0.9249411520663513,0.939752178509535,0.9573509110056929,0.961544945867092,0.9720465554873341,0.978535863759082
f8f9871f-9188-4e70-a6fd-53b0643f6596,aer_simulator,linear,10,1,20,12,9,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.7788016464578353,0.7849365389068648,0.8015200148880882,0.8151675419261272,0.8314301174812045,0.8592514122508926,0.8865560826158602,0.8984761640697002,0.9038959151052146,0.9244958337833542,0.9261425336185162
f8f9871f-9188-4e70-a6fd-53b0643f6596,aer_simulator,linear,10,2,30,15,18,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.7625968402858958,0.7695338243327823,0.7808257408094491,0.7902927441815613,0.809228985253965,0.8292671603389148,0.8492786971030986,0.8713239576751086,0.8928288702251056,0.909333863618565,0.9150418414150404
629ba1d21e829a717abbc2fd,ibmq_ehningen,linear,3,0,3,5,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9891266370817274,0.9900489057268054,0.9948816694510323,0.9950391495322629,0.9965987096361405,0.9972327811626549,0.9981038969151239,0.9987260327098576,0.9992140130793358,0.9996855645744462,0.9997287259381874
629ba1d21e829a717abbc2fd,ibmq_ehningen,linear,3,1,6,11,2,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9782834860716717,0.9795036295033461,0.9813855201451981,0.9854244980494864,0.9908695240592087,0.9949504426217946,0.9964951076411048,0.9975951098140177,0.9981683308157676,0.9993188165388307,0.999611859514754
629ba1d21e829a717abbc2fd,ibmq_ehningen,linear,3,2,9,17,4,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9612951062077525,0.9689325676585832,0.9808813779439847,0.9836051643071689,0.9875531320797032,0.9919760309952086,0.9949458908404037,0.9973302169306005,0.997588457361417,0.9979286369098792,0.9981428400884956
629ba1d21e829a717abbc2fd,ibmq_ehningen,linear,5,0,5,5,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9834412480434066,0.9839117700616165,0.9858644996320179,0.9873313454853853,0.9890641781849072,0.9908627009776106,0.9919861458802411,0.9935356007126447,0.9939120558114549,0.994639204562787,0.9951748017355102
629ba1d21e829a717abbc2fd,ibmq_ehningen,linear,5,1,10,13,4,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9254241062932705,0.934652471884989,0.9498722991149541,0.9573396064412407,0.9678978552453054,0.9761077113207174,0.9813736341017003,0.9862010293098167,0.9893858346006604,0.9904737879533665,0.9905337903124446
629ba1d21e829a717abbc2fd,ibmq_ehningen,linear,5,2,15,19,8,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9017918746705751,0.9057198168469962,0.9195716310366744,0.9248084176232979,0.9408360884186782,0.9560091086615014,0.9621452871551202,0.968811984450809,0.9737492616295035,0.9764956817999122,0.9784977217607418
629ba1fed5d782c4b9426edb,ibmq_ehningen,linear,7,0,7,5,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.9536932055865542,0.9545834281131865,0.9576248936644394,0.9617465992973364,0.9683354041564136,0.9727936688634252,0.9773259133757537,0.981216242518278,0.9819532274221447,0.9859290007915286,0.9860239564484748
629ba1fed5d782c4b9426edb,ibmq_ehningen,linear,7,1,14,15,6,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.6374116107231572,0.649094598725544,0.8222285732854442,0.849535709642401,0.8837948229669805,0.9088397580920606,0.9308646525162642,0.9466456908993887,0.947754572155764,0.9507736522367135,0.9511647186543182
629ba1fed5d782c4b9426edb,ibmq_ehningen,linear,7,2,21,21,12,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.8064495055299875,0.8207897114793745,0.8415420606782312,0.8500509573976686,0.8637777394202267,0.9013758881154792,0.9207342276042253,0.9304156624929787,0.9356410026492415,0.9424279259429182,0.946792699821692
629ba1fed5d782c4b9426edb,ibmq_ehningen,linear,10,0,10,5,0,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.7853243456720788,0.7889614207998955,0.8062212964305011,0.8349808407527859,0.8909431823090519,0.9157384011234923,0.9281111172395654,0.9358116648737282,0.9421532427822638,0.9499937344418531,0.9527498822813725
629ba1fed5d782c4b9426edb,ibmq_ehningen,linear,10,1,20,18,9,50,1000,['ry'],cx,rx,rzz,ryy,hadamards,True,True,False,False,0.5210520798892269,0.5318870559455744,0.5596617983885532,0.5874039315412488,0.6520278865785459,0.7029523116293037,0.7700978676613142,0.7963983285297109,0.8039625806534502,0.8281009666812919,0.8427218058194863
