exp_id,job_id,backend,archt,qubits,layers,parameters,depth,cnots,rhs,innerp,qae,qae_method,max_power,oracle_calls,iae_epsilon_target,iae_alpha,fae_delta,fae_rescale,new_shots,samples,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD,squared,relative,mem,mean,std,p=0,p=1,p=5,p=10,p=25,p=50,p=75,p=90,p=95,p=99,p=100
a647ca53-501a-4d42-a769-17e6ff0de258,['62b4c2a2f5e8ea6eaaa2e048'],ibmq_ehningen,linear,5,3,20,"[43, 465, 855]","[12, 212, 396]",hn,Overlap,True,mlae,3,"[3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000]",0.01,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.021548288135635738,0.03787874380059518,0.00011295841355680623,0.0001697048943187752,0.0005456041754524378,0.000795302199436452,0.0018350871477921821,0.002535690865819465,0.017404578026629272,0.06699148184590309,0.12045591140631891,0.14047418147310411,0.15284636055120931
1cf32efa-2a1f-4944-a92d-01d98b85e0aa,"['62b4cc8870abc2284ab1d805', '62b4cc90f5e8ea64a0a2e055']",ibmq_ehningen,linear,5,3,20,"[651, 2461]","[220, 1246]",hn,HTest,True,fae,2,"[30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897]",0.01,0.05,0.01,True,"[10299, 5149]",50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.20936554994062015,0.12863340821039318,0.005470920595958606,0.00793624875204431,0.05079580136811143,0.08474517654781137,0.1181920598323432,0.18548170674899384,0.2536482101551562,0.3983870517513341,0.48642544444431485,0.5426961116281794,0.5501432162633779
118b2645-4bb0-4ed5-9607-2c2a1d014107,"['62b4ccc270abc27097b1d806', '62b4cccff5e8eac552a2e057']",ibmq_ehningen,linear,5,3,20,"[43, 659, 1225, 1776]","[12, 533, 1015, 1491]",hn,Overlap,True,fae,3,"[82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392]",0.01,0.05,0.01,True,"[10299, 5149]",50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.022265472968274403,0.03449020014542726,0.00022411072819060983,0.00027583306982209566,0.0013660784358779088,0.003405636150833746,0.005317108921781226,0.008428532529487288,0.010918025235846167,0.060484526059695225,0.1144035172939817,0.13417122535405343,0.14618888670744634
04d01f5c-ad2b-4845-b260-a27a969b4531,['62b4ce4e237e87ec4413249f'],ibmq_ehningen,linear,5,3,20,"[43, 465, 855, 1186, 1537]","[12, 212, 396, 625, 822]",hn,Overlap,True,iae,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.1,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.015403800687822454,0.02175923244842853,0.0003411753282734978,0.0003681600914363942,0.0007568707539072274,0.0010300105310625334,0.0023605540670671296,0.006141080246059788,0.01833460873074936,0.034974362376538656,0.07193444627599949,0.0872343520991742,0.09518046065751942
100fb769-6bef-472f-9290-179049a0e82c,['62b4cec14368cc753dcf01fd'],ibmq_ehningen,linear,5,3,20,"[632, 2026, 3412, 4818, 6208]","[225, 874, 1525, 2180, 2829]",hn,HTest,True,iae,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.1,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.12960661687521993,0.11902802920382402,0.0028658176159048337,0.005094041923983357,0.012464293866077877,0.014591619036023988,0.04671350447281038,0.09622102569360333,0.14451992337498615,0.3366691850387493,0.40783948047483093,0.43381399872623083,0.434896877947091
f5e2ad6a-d70c-4ce2-9be3-472a59d6d910,['62b4c1fa237e871538132491'],ibmq_ehningen,linear,5,3,20,[632],[225],hn,HTest,False,mlae,3,[1000],0.01,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,True,False,1.638247447667436,1.6511019498658195,0.004777926637605865,0.11938658375290662,0.3752105603207905,0.5909731731882104,0.8585362204559229,1.0974760165716535,1.5847897353697784,3.7995608101827383,4.839190268036136,7.89463716725768,8.099177352512392
108624fe-e91d-4fc0-919c-1bc4edf68e2e,['62b4c255f5e8eaa4f4a2e046'],ibmq_ehningen,linear,5,3,20,"[632, 2026, 3412]","[225, 874, 1525]",hn,HTest,True,mlae,3,"[3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000]",0.01,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,True,False,1.024812843601131,0.326625568906046,0.1547606129616992,0.4441416858616012,0.815910560880062,0.8768258683242683,0.9476909107636239,0.9915621997984462,1.036178181947847,1.0981225268301762,1.3505844304854446,2.255735690792351,2.9613564805214128
26d4ad56-a4b6-4613-8b90-f93bc36f5635,['62b4c28cf5e8ea2258a2e047'],ibmq_ehningen,linear,5,3,20,[42],[12],hn,Overlap,False,mlae,3,[1000],0.01,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,True,False,73.69434159114087,218.07871055957264,0.011734440433159585,0.012055495149983674,0.018887753143712344,0.08881683943645749,0.37148335443197983,1.8961899425895354,9.69562440902547,272.0992443831367,370.82910795829696,1038.7359958399766,1207.473995851978
a647ca53-501a-4d42-a769-17e6ff0de258,['62b4c2a2f5e8ea6eaaa2e048'],ibmq_ehningen,linear,5,3,20,"[43, 465, 855]","[12, 212, 396]",hn,Overlap,True,mlae,3,"[3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000]",0.01,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,True,False,11.957124975870975,32.98051945627489,0.05779007139006755,0.09236987454077697,0.3932281822335545,0.4324024420518791,0.5533683039246216,0.879517267360705,0.9781597406079212,38.59860451614502,59.357207610589676,155.38099350510902,185.7821932346061
1cf32efa-2a1f-4944-a92d-01d98b85e0aa,"['62b4cc8870abc2284ab1d805', '62b4cc90f5e8ea64a0a2e055']",ibmq_ehningen,linear,5,3,20,"[651, 2461]","[220, 1246]",hn,HTest,True,fae,2,"[30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897, 30897]",0.01,0.05,0.01,True,"[10299, 5149]",50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,True,False,6.498136068325145,9.4541196944801,0.039909267408216015,0.05665766100079143,0.28971436478713386,0.5124465644090248,1.4873598315956391,2.7034073822457296,4.736138382451944,21.477542883105578,25.413535289572373,38.895390840792636,41.208436397502425
118b2645-4bb0-4ed5-9607-2c2a1d014107,"['62b4ccc270abc27097b1d806', '62b4cccff5e8eac552a2e057']",ibmq_ehningen,linear,5,3,20,"[43, 659, 1225, 1776]","[12, 533, 1015, 1491]",hn,Overlap,True,fae,3,"[82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392, 82392]",0.01,0.05,0.01,True,"[10299, 5149]",50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,True,False,56.84596502384824,155.05638647324898,0.02441622841568833,0.029266886287469318,0.14187696299118288,0.31860684571897013,0.7878812130757036,1.124132543539702,6.647362094660476,191.8837451744462,288.74976182145946,729.79473321697,817.2337654300136
04d01f5c-ad2b-4845-b260-a27a969b4531,['62b4ce4e237e87ec4413249f'],ibmq_ehningen,linear,5,3,20,"[43, 465, 855, 1186, 1537]","[12, 212, 396, 625, 822]",hn,Overlap,True,iae,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.1,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,True,False,40.618554941689716,170.36311989041693,0.018155336657640308,0.05810433199161617,0.11876862415511509,0.140444962691168,0.48192917758047854,0.9312476382215151,5.091110269451118,69.10886564082591,142.04829069412574,692.4498405017036,1203.6581057338567
100fb769-6bef-472f-9290-179049a0e82c,['62b4cec14368cc753dcf01fd'],ibmq_ehningen,linear,5,3,20,"[632, 2026, 3412, 4818, 6208]","[225, 874, 1525, 2180, 2829]",hn,HTest,True,iae,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.1,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,True,False,2.463563269525646,3.304120636860573,0.04559365246131729,0.1049494445811738,0.21877158343051117,0.3139854862996714,0.7686018385518658,1.3608068101258015,2.133378959646278,6.427848658193136,10.03655043264757,14.33358496171321,17.04925257903537
04d01f5c-ad2b-4845-b260-a27a969b4531,['62b4ce4e237e87ec4413249f'],ibmq_ehningen,linear,5,3,20,"[43, 465, 855, 1186, 1537]","[12, 212, 396, 625, 822]",hn,Overlap,True,iae,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,True,False,41.507996463972574,172.3252907092544,0.027049465377754517,0.06891300304969455,0.11866666891826523,0.14131675693454324,0.47919004358560935,0.9670340369333716,5.191689854952034,71.57174614614449,145.26854394168447,703.5925371946529,1216.2132948732228
100fb769-6bef-472f-9290-179049a0e82c,['62b4cec14368cc753dcf01fd'],ibmq_ehningen,linear,5,3,20,"[632, 2026, 3412, 4818, 6208]","[225, 874, 1525, 2180, 2829]",hn,HTest,True,iae,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,True,False,2.462926842457107,3.3029567874247614,0.045236570309626946,0.1049067729214726,0.21873102273855302,0.3135367414819006,0.7681686017559377,1.3606835911259085,2.1329918961060557,6.42592665718041,10.033157001756239,14.32869673488429,17.043771588077245
