exp_id,job_id,backend,archt,qubits,layers,parameters,depth,cnots,operator,samples,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD,relative,mem,mean,std,p=0,p=1,p=5,p=10,p=25,p=50,p=75,p=90,p=95,p=99,p=100,shots
c9e9eee7-891f-4ed6-9ce1-1ae5a86f6ffa,['62c9a7df6c2b506fc5c60303'],ibmq_ehningen,linear,5,3,20,"[42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42]","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1809210427658033,0.1196875674019134,6.40831691428156e-05,0.0037838180541954,0.0186627575944061,0.0298916717070698,0.0738616835622373,0.188464994013387,0.2658592935589441,0.3170509310602913,0.3706947935866067,0.3993341158322256,0.4064939463936304,1000.0
c8f6fac6-74fd-432c-a8f3-2ca0ff6517aa,['62c9a812800aad09d84cebaf'],ibmq_ehningen,linear,5,4,25,"[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]","[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]",Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.2250790687732443,0.1138705034593541,0.0257541131997047,0.0336489047205719,0.065228070804041,0.0747713672548812,0.1289004881835886,0.2362965622359814,0.3238329587556195,0.3445503666987172,0.379305490296625,0.4321118834282856,0.4453134817112009,1000.0
bb08cb49-85a4-4e01-944a-cab14544011e,['62c9a8486c2b5005b4c60304'],ibmq_ehningen,linear,5,5,30,"[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]","[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1928525542936421,0.1051779572424614,0.0108994851359088,0.0118450869104832,0.0156274940087811,0.0227426264234038,0.1116970810278758,0.2217329308943369,0.2686172568086791,0.2894511898794762,0.3182651384675283,0.3853887830292025,0.4021696941696213,1000.0
7e05f887-0aca-444e-96f0-eab1be1af64e,['62c9a8821c93000cbc09ef8d'],ibmq_ehningen,linear,5,6,35,"[69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69]","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]",Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.2174176476833972,0.1285360589311058,0.0158151088625777,0.0224966314344987,0.0492227217221829,0.0598121723380475,0.1160611069006699,0.2105445266809005,0.2849266661117445,0.3973958781165802,0.4177310001126444,0.4664004823265393,0.4785678528800132,1000.0
aa44f930-3e50-4ee5-bcc1-7b4db316c034,['62c9a8941c9300e3b709ef8e'],ibmq_ehningen,linear,5,0,5,"[5, 201]","[0, 107]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1381149349213949,0.1030942249246861,0.0087615402724136,0.0089054164311366,0.0094809210660286,0.017266446030164,0.0311525259539369,0.134319669184674,0.2233704735803633,0.2763382982581955,0.2981031880160214,0.3143419257544598,0.3184016101890694,1000.0
8fa04e49-18f1-41be-8242-2de5e5e8f0d9,['62c9a8a2fdb4a8ad0342b124'],ibmq_ehningen,linear,5,2,15,"[32, 236]","[8, 121]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.2477720676161316,0.1092138363316494,0.0748302878265258,0.0772748161706882,0.0870529295473378,0.1239086148697545,0.1770535846883145,0.235602629115312,0.309062574294352,0.374389971392486,0.4221018725414861,0.5056763006425573,0.5265699076678253,1000.0
cfa3194a-b2b4-4a58-81c3-86425a1f4e68,['62c9a8b1fdb4a8631742b125'],ibmq_ehningen,linear,5,3,20,"[41, 255]","[12, 125]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1835198845425738,0.1072273074295759,0.0253162474226822,0.0254531288166887,0.0260006543927146,0.0309203427633236,0.0872458518806523,0.1941587877095577,0.2573418022617288,0.3214360936072502,0.3448400623500222,0.3705654841521376,0.3769968396026665,1000.0
31b0e1ad-eef7-4aa1-a9fa-585de33f08e6,['62c9a8bf1c9300ffc509ef8f'],ibmq_ehningen,linear,5,4,25,"[50, 272]","[16, 135]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.2316605381191635,0.0856044134791301,0.0298377898575557,0.0421177876138152,0.0912377786388536,0.1254084215686697,0.1818861932980324,0.2427838048086401,0.286523931429125,0.3141274769004597,0.3498171544138783,0.3831259375385775,0.3914531333197523,1000.0
e263cef1-6b2e-4765-b245-96bb9724fa8a,['62c9a8ce6c2b5015b2c60305'],ibmq_ehningen,linear,5,5,30,"[59, 279]","[20, 151]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.2002670099606001,0.0993672616642582,0.0061385949260885,0.0129912322813895,0.0404017817025934,0.0553102515363135,0.1328150087446548,0.2191201358259621,0.2809682835995927,0.3156847121375837,0.3286018194905861,0.3385337075576065,0.3410166795743616,1000.0
6f96c72c-9f17-4b7d-b286-c9694189cc91,['62c9a8de800aadae384cebb0'],ibmq_ehningen,linear,5,6,35,"[68, 308]","[24, 149]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1858450540431765,0.1119851186655569,0.0321755040622195,0.0331088591809968,0.036842279656106,0.072272776596447,0.0911309495197863,0.1705729630105283,0.2737299558831916,0.3271037948199119,0.3733673052055661,0.3986898516321567,0.4050204882388044,1000.0
9d1cafe0-7206-4bf5-90df-fb3999f9b305,['62c9a8f31c9300b87f09ef90'],ibmq_ehningen,linear,5,0,5,"[5, 9, 10, 20, 25]","[0, 2, 3, 5, 10]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0262606984188838,0.017571709770551,0.0034700354033882,0.0035257494789724,0.0037486057813094,0.0039425006486266,0.014691568754286,0.0253768280128887,0.0320836801504196,0.0466765313421087,0.06063812470324,0.0678044466710859,0.0695960271630474,1000.0
d9ed4cc3-8262-4b14-98c1-e57454fd0738,['62c9a907800aadf1424cebb1'],ibmq_ehningen,linear,5,2,15,"[32, 33, 34, 44, 48]","[8, 10, 12, 14, 16]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1455186348046391,0.0637880248633798,0.0124610672525539,0.0191604344520862,0.0459579032502154,0.0632757084339281,0.0889419423679002,0.1611054895916289,0.1961785678434773,0.2165829419171074,0.2268590740694368,0.2358087688187849,0.238046192506122,1000.0
27e04f67-46a9-422d-be57-fc97635007db,['62c9a91a1c9300d3ed09ef91'],ibmq_ehningen,linear,5,3,20,"[41, 42, 43, 52, 57]","[12, 14, 16, 18, 20]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1413689827945163,0.0742069068404933,0.0082217755834418,0.009862205467938,0.0164239250059229,0.0219825436493259,0.1050700449822287,0.1479073579180446,0.1972457906473227,0.2143136677528887,0.2486113048808798,0.285454953780153,0.2946658660049714,1000.0
b695aa86-85e9-423e-bc6d-d806ab48505a,['62c9a92f6c2b503545c60306'],ibmq_ehningen,linear,5,4,25,"[50, 51, 52, 61, 73]","[16, 18, 20, 22, 25]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1690390579957589,0.0833920168191004,0.000476205380157,0.0078675909604222,0.037433133281483,0.0500682816104566,0.1110385930698155,0.1878974566828394,0.2372186405921859,0.2693614345277616,0.2784535185182165,0.2892714363980762,0.2919759158680411,1000.0
6f9758d8-6320-4f3d-b3e3-b069b60888f4,['62c9a945fdb4a8fa6742b126'],ibmq_ehningen,linear,5,5,30,"[59, 60, 61, 70, 82]","[20, 22, 24, 26, 29]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1558386138780079,0.0768557973964857,0.0076561493679075,0.012219558703525,0.0304731960459953,0.0356874787353197,0.1041006621734713,0.1628053878062487,0.2078407410460933,0.2564325682186272,0.2567983812377561,0.2572366722981264,0.257346245063219,1000.0
81bc3272-a5af-4b1a-9d9b-534c81c98298,['62c9a95d6c2b50f49ec60307'],ibmq_ehningen,linear,5,6,35,"[68, 69, 70, 79, 85]","[24, 26, 28, 30, 32]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1686449530024141,0.0900737589792607,0.0167712752515937,0.0174329029058592,0.020079413522921,0.0469226730906391,0.0853087016843905,0.1996937714712572,0.2403762862328546,0.2776903735531303,0.2801102692249991,0.2895860420339767,0.2919549852362211,1000.0
2ab7023c-a236-4fd4-a88c-6728e3353d2b,['62c9a9e7800aad15614cebb2'],ibmq_ehningen,linear,5,0,5,"[5, 303]","[0, 149]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1217048183206578,0.1016451656306305,0.0010274474044054,0.0011280474934292,0.0015304478495242,0.0036344295412075,0.0142252993881266,0.1254976800663913,0.2266184243572648,0.2582052220072812,0.2617184417303421,0.2699136279457023,0.2719624244995424,1000.0
085a2f16-8e6b-4200-86b4-dc3b522864fb,['62c9a9f96c2b500613c60309'],ibmq_ehningen,linear,5,2,15,"[32, 349]","[8, 173]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.2558593885896312,0.1055906508220641,0.1219683398361916,0.1223482415360237,0.1238678483353522,0.1268652571466184,0.1766044836370778,0.2453334143027653,0.3198310097885691,0.3697948843188292,0.4340826702059143,0.4985449316736862,0.5146604970406293,1000.0
4bb086bf-5ed0-46be-bf57-3bb94ae605bc,['62c9aa0c800aad65944cebb3'],ibmq_ehningen,linear,5,3,20,"[41, 370]","[12, 186]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1943156571893926,0.1323705998535579,0.0023579577474135,0.0037606419062531,0.0093713785416112,0.0306908089390044,0.0777714455324898,0.1616515540205295,0.3115591740337453,0.3777379125512543,0.3789864171952483,0.3800157684895352,0.3802731063131069,1000.0
6467c2ab-8492-4d13-a8e4-998a013e59d6,['62c9aa1f800aad6a0b4cebb4'],ibmq_ehningen,linear,5,4,25,"[50, 363]","[16, 193]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.2438712132762074,0.0819335299804213,0.0878749794699574,0.0947531454491678,0.1222658093660092,0.1429213593666405,0.173446574793521,0.2588462833564586,0.3007145050553989,0.3253000409755565,0.3451979142783357,0.3971781600592081,0.4101732215044263,1000.0
79f76ccc-3b14-420f-b397-d2638f4371b7,['62c9aa32fdb4a835c142b127'],ibmq_ehningen,linear,5,5,30,"[59, 372]","[20, 197]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.215971367006707,0.1157874717452362,0.0249850173720068,0.0259088736379487,0.0296042987017165,0.0546534457708131,0.1166002537736207,0.2314709293315767,0.3179902852472711,0.353211654429361,0.3642499495740052,0.3745884811685611,0.3771731140672001,1000.0
1e0e0535-674b-4601-89d8-a133f68c8115,['62c9aa466c2b504ac1c6030b'],ibmq_ehningen,linear,5,6,35,"[68, 377]","[24, 201]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.2234931878259823,0.1085133096080867,0.0527972856866733,0.0543019260605245,0.0603204875559293,0.0805379198968199,0.1225940882201458,0.2265675953596206,0.3206018492815218,0.3580513952688569,0.3867960706041695,0.3951376428791674,0.3972230359479169,1000.0
8962e1ff-cc8e-4cf8-8a24-2c355185eb26,['29107102-b98e-416e-ad42-7f3eeea34687'],aer_simulator,linear,5,0,5,"[3, 184]","[0, 100]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0129838636741278,0.0081512652684231,0.0008353874419793,0.0008365411936956,0.0008411562005609,0.0026213519766546,0.0075657308088709,0.0134888253478445,0.0177515251871527,0.0226111069635494,0.026759511361376,0.0293034668996333,0.0299394557841976,1000.0
b71661f5-3831-4180-885e-aac58b31801e,['42cb0d69-2aac-4b2a-9632-c6abfebf6d70'],aer_simulator,linear,5,2,15,"[9, 190]","[0, 100]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0160372569839173,0.0132890654741248,0.0002208463607877,0.0006925867983812,0.002579548548755,0.0031755014124743,0.0079873000027449,0.0113426548522746,0.0210038435167234,0.0379933513606946,0.0398089040548407,0.0439930424092986,0.0450390769979131,1000.0
43eb5d57-ec03-4dcb-8e2e-8e2d2e3b4c03,['38751d81-a5c9-4064-afe2-cf0d2bd4a14b'],aer_simulator,linear,5,3,20,"[12, 193]","[0, 100]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0157799893536735,0.0100491262150904,0.0011205709912635,0.0014641753103813,0.0028385925868525,0.0034352814810752,0.0088856058415939,0.0122689149139597,0.0249381442533329,0.0278360637241981,0.0303543381725624,0.0347813602901592,0.0358881158195584,1000.0
3b864eb4-0693-4c60-b450-fedddded143e,['eb1b8e1f-77a8-4041-9687-97e4fbc1cbcc'],aer_simulator,linear,5,4,25,"[15, 196]","[0, 100]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0143946494393986,0.0109726404466696,0.0016194025167202,0.0016596655677484,0.0018207177718609,0.0025022774022304,0.0043238606668819,0.0125680696947782,0.0233260142015139,0.0276532508375296,0.0344495149453483,0.0378522607150687,0.0387029471574988,1000.0
c65163dd-ee97-4aa3-91b1-7ef19a561624,['9a50c0d9-2b48-4410-a84e-99a16b7486e3'],aer_simulator,linear,5,5,30,"[18, 199]","[0, 100]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0150634152644995,0.0130282920256626,2.1569877803076893e-05,0.0001104209876382,0.0004658254269791,0.0013665798402954,0.0050110706279856,0.0146659399606365,0.0210430226291358,0.0250737713389772,0.0312500668025078,0.0511333768507946,0.0561042043628664,1000.0
65af9085-ae7d-4f49-ae78-c6c8b6f8480f,['33b6f3a0-c438-4f99-8f02-0dea6cce88fe'],aer_simulator,linear,5,6,35,"[21, 202]","[0, 100]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.012904083369127,0.0077022443174664,0.002237823887766,0.0022496561970321,0.0022969854340967,0.0041042255794155,0.0067057069050903,0.0118030474565463,0.0180133908922892,0.0244452659049333,0.0265213642835367,0.0284338972472929,0.0289120304882319,1000.0
ae888ec8-b796-4de7-97a1-affe3f809115,['911aed56-c2f1-44e2-9a34-12ef4b2248aa'],aer_simulator,linear,5,0,5,"[3, 5, 6, 7, 8]","[0, 2, 3, 4, 5]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0171412784163705,0.0118875891640534,0.0050287434963192,0.0052494772125824,0.0061324120776352,0.0074051094930482,0.0093175878410267,0.0142324032116921,0.018658455445414,0.0303720186166101,0.0416558793675856,0.0506384826462062,0.0528841334658614,1000.0
230c3617-7776-48b7-9fcd-7b27e70a0b32,['11344184-f1d1-439c-993c-6df79ac59b69'],aer_simulator,linear,5,2,15,"[9, 11, 12, 13, 14]","[0, 2, 3, 4, 5]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0213244557758208,0.0144229742157791,0.0020785795687445,0.0028265947297311,0.0058186553736774,0.0072832543194277,0.0110580067839174,0.0146172119355956,0.0301567075138732,0.0422861134544339,0.0446517929325892,0.0538855815587738,0.05619402871532,1000.0
071af8c3-677e-413d-b452-71c46014ac66,['a19e4001-032b-4007-9725-3a2e76dd33f6'],aer_simulator,linear,5,3,20,"[12, 14, 15, 16, 17]","[0, 2, 3, 4, 5]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0170289630599232,0.0155277915378148,0.0022231636632686,0.0022844668443763,0.0025296795688071,0.003040721173899,0.004717138053709,0.0116874089434725,0.0241350016734843,0.0381240621251814,0.0440810896867987,0.054981635794576,0.0577067723215203,1000.0
cafb1f1a-1088-40d0-b7e7-7daad83002cd,['dbee2f56-93ed-4f80-a672-231468d199ee'],aer_simulator,linear,5,4,25,"[15, 17, 18, 19, 20]","[0, 2, 3, 4, 5]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0172607919166451,0.0149011159144519,0.0010250224759525,0.0013549939583525,0.0026748798879521,0.0037131291276723,0.0060958307175473,0.0142066954685095,0.0201155263430791,0.0331176154808967,0.0395076867682523,0.0587730383075959,0.0635893761924319,1000.0
cc865370-8efd-4deb-9304-f2b712897c57,['9f83e8a6-c2f6-47ee-b3af-2ea769941533'],aer_simulator,linear,5,5,30,"[18, 20, 21, 22, 23]","[0, 2, 3, 4, 5]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0150681879766601,0.0164739908540068,0.0006649978253437,0.0008246671080242,0.0014633442387465,0.0017461436207278,0.0028899705713358,0.0076489173701578,0.0215779895177507,0.0416217769459165,0.0489883234552081,0.0511298472355718,0.0516652281806627,1000.0
956f3a28-3e74-4b43-a8f7-c40933699433,['bed33e38-cb5e-47f2-85d1-290ff3eb21df'],aer_simulator,linear,5,6,35,"[21, 23, 24, 25, 26]","[0, 2, 3, 4, 5]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0142062577745148,0.0133907846179883,0.0013097495784883,0.0016023356296787,0.0027726798344401,0.0036814105279089,0.0050940021306423,0.0107150596134495,0.0146312286673263,0.026401802674994,0.0358020778842019,0.0541003699891087,0.0586749430153355,1000.0
d5b6fa4d-d840-4e31-a46b-97d212cba641,['2dcd6b28-5137-4164-b886-6b0c81724c1e'],aer_simulator,linear,5,0,5,"[3, 8]","[0, 1]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0126132387428043,0.010362159429938,0.0004346940556778,0.0004433215893374,0.0004778317239756,0.0008738686558295,0.0045070759106877,0.0113328094427793,0.0152969978330491,0.0259676806345176,0.0321072577913382,0.0383883199422348,0.039958585479959,1000.0
191d9758-a67c-4a55-a2e9-b00540f8988a,['ded5e8ea-f6bc-4e3c-aa8d-e68137dc73eb'],aer_simulator,linear,5,2,15,"[9, 16]","[0, 1]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0177151505266627,0.0161235230482833,7.444155684413004e-05,0.0001995707946361,0.0007000877458041,0.0012380473579839,0.0021720258171052,0.0130078350892452,0.0334447813017413,0.0390676911323976,0.0456349707169478,0.0474043172083972,0.0478466538312596,1000.0
df1c8ed8-959f-4704-97bb-e79bccad6ba9,['50d8aab8-e535-449e-b5c2-72f0f3fbb9f0'],aer_simulator,linear,5,3,20,"[12, 19]","[0, 1]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0162163618444662,0.0109218772110407,0.0031429361271969,0.0035806168172704,0.0053313395775642,0.0064180682821126,0.0079008540443871,0.0151901266270411,0.0211154857830925,0.0246101910713763,0.0317146630214768,0.0468183773293105,0.050594305906269,1000.0
c4beb2bc-7b12-4f07-b9eb-32d50d4c39ca,['99e7f0d0-2925-4ccc-9944-bb082142a12f'],aer_simulator,linear,5,4,25,"[15, 22]","[0, 1]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0153295191170452,0.0111787394453374,0.0006582211929299,0.0011150486431044,0.0029423584438024,0.0041545978302204,0.0069422858039109,0.0130134837151986,0.0211767668409247,0.0329063616229864,0.0371203466871285,0.0403570887813521,0.041166274304908,1000.0
bf5685cf-e99f-4019-b966-d9e46b5be44d,['3a20bcbc-9c00-4cab-a258-7b57f58ab153'],aer_simulator,linear,5,5,30,"[18, 25]","[0, 1]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0187410274982445,0.0114469578058078,0.0040158279763237,0.0040514688013862,0.0041940321016363,0.0043352563850239,0.011072985384285,0.0177843001313122,0.0254184802917333,0.0314076237203366,0.0373959207994355,0.0455639383416918,0.0476059427272559,1000.0
9bd52b17-a245-4bde-ac00-c0682c00f40b,['46440aa8-fc3d-4687-9bbf-6c8183aac5d0'],aer_simulator,linear,5,6,35,"[21, 28]","[0, 1]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0202469230676645,0.0161565345410937,0.0008119874031329,0.0009804781675272,0.0016544412251041,0.0031371496414759,0.0090830267283926,0.0150745364910944,0.0293351825311892,0.0470473882245731,0.0486071874392716,0.0510516737820105,0.0516627953676952,1000.0
ee8996fc-d200-42c7-90fe-cfdb457febcf,['67d380ec-f151-4c92-8c4e-14e164d7e8c5'],aer_simulator,linear,5,0,5,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0136894729317754,0.007538550778827,0.0022367387022615,0.0023594614829529,0.0028503526057185,0.0034204726280255,0.007839099283532,0.0149597822282377,0.0199603227804669,0.0224462910893614,0.0239545232001093,0.0263846684349074,0.0269922047436069,1000.0
