exp_id,job_id,job_time,backend,shots,archt,qubits,layers,rhs,innerp,qae,qae_method,max_power,iae_epsilon_target,iae_alpha,fae_delta,fae_rescale,samples,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD
7bbb8bf4-9ae5-40d2-908e-fe56fa2e9b62,['62b587ac70abc2498cb1d9a4'],"24/06/2022, 11:45:16",ibmq_ehningen,[1000],linear,5,1,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a2056533-bdce-49ee-b1ea-77b03a338f12,['62b587b3237e87e609132642'],"24/06/2022, 11:45:23",ibmq_ehningen,[1000],linear,5,2,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c25558cf-bc10-4fee-bd90-33f3480b4117,['62b587bb70abc27768b1d9a5'],"24/06/2022, 11:45:31",ibmq_ehningen,[1000],linear,5,3,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
398679e9-a352-4519-8fd1-a3ff01590dfd,['62b587c54368cc4b90cf0385'],"24/06/2022, 11:45:41",ibmq_ehningen,[1000],linear,5,4,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
60bcfe79-0d4f-4334-ad99-bee38c11ecd6,['62b587cf70abc24243b1d9a6'],"24/06/2022, 11:45:51",ibmq_ehningen,[1000],linear,5,5,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
2bb08215-973d-4518-9a5c-0be2f5a1b6f4,['62b587d5237e87613a132643'],"24/06/2022, 11:45:57",ibmq_ehningen,[1000],linear,10,0,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
99586a20-55c1-4e2f-88b0-1a7e8e37b6a9,['62b587dd4368cc4c1ecf0386'],"24/06/2022, 11:46:05",ibmq_ehningen,[1000],linear,10,1,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
7547c79a-7aa8-4c29-bfa0-0f9d83f36cf9,['62b587e8237e870e52132644'],"24/06/2022, 11:46:16",ibmq_ehningen,[1000],linear,10,2,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
f18aab13-fbad-43b0-94a8-8f4909c24d6b,['62b587f4237e876f0a132645'],"24/06/2022, 11:46:28",ibmq_ehningen,[1000],linear,10,3,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
dcee2dbc-3057-407c-8fcc-5102b7d88a33,['62b58804237e874527132646'],"24/06/2022, 11:46:44",ibmq_ehningen,[1000],linear,10,4,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
005523bb-1e19-45b3-ae2a-544ff4298aa0,['62b588174368cc0594cf0387'],"24/06/2022, 11:47:03",ibmq_ehningen,[1000],linear,10,5,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
744484ba-60be-440f-ac68-1193fc347e79,['e1796dc9-43e3-4624-bbb0-e23c501c7e3d'],"24/06/2022, 11:48:05",simulator,[1000],linear,3,0,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
e9e2ac51-b6ed-4672-ae0b-468ed0c30960,['8e2ec7e0-3fa7-4175-8b90-7ca7beb8dc8a'],"24/06/2022, 11:48:07",simulator,[1000],linear,3,1,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
85628217-7484-4454-b7c2-9a174f32b77d,['a8bf5a8b-0a83-40eb-8fbe-84fd62048c54'],"24/06/2022, 11:48:09",simulator,[1000],linear,3,2,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4e278463-383f-4ca6-9e31-cc195cf61e41,['0149288f-b7a3-4240-b00d-5bdfaef1e657'],"24/06/2022, 11:48:12",simulator,[1000],linear,3,3,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c78f9c76-b06d-46cb-a63a-992b42828a6b,['f00020e4-2400-43c4-aebe-a81dc0234adb'],"24/06/2022, 11:48:14",simulator,[1000],linear,3,4,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
81d33197-cdcb-411a-84a8-f070f07fde6c,['db74a5fd-913b-4630-a128-b8b0c87c48cd'],"24/06/2022, 11:48:16",simulator,[1000],linear,3,5,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
21ea27ba-5652-4d1a-8366-00568d820f3b,['b76fa1c2-b585-4a95-96e4-2635969c29eb'],"24/06/2022, 11:48:18",simulator,[1000],linear,5,0,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
38ccf343-0dd9-4e96-8e89-f4a1256aa819,['b790ea3d-458f-40ac-a02d-4ab38c6be834'],"24/06/2022, 11:48:20",simulator,[1000],linear,5,1,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
3af4bd96-ab69-4fe7-b7c4-40a250e31064,['3a98f11f-159a-41b1-92e0-52ba4bbcd896'],"24/06/2022, 11:48:22",simulator,[1000],linear,5,2,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1f048574-a71a-48ab-ab4e-d9c8827fcbb8,['747795ce-9948-4289-8957-334bdf95d813'],"24/06/2022, 11:48:25",simulator,[1000],linear,5,3,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
533eb392-808e-4613-9f5a-a35fc3f5467a,['5899f686-7fb5-44c6-8171-ae4912212049'],"24/06/2022, 11:48:27",simulator,[1000],linear,5,4,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
73d4898a-c85c-4876-9bfc-8497361be635,['87e7cba8-ba2d-4b2e-a15a-cb728943c78d'],"24/06/2022, 11:48:29",simulator,[1000],linear,5,5,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
07f20830-7c78-4185-bb1d-dd110804a94d,['9347308b-d332-4533-9b44-66b834009c23'],"24/06/2022, 11:48:31",simulator,[1000],linear,10,0,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
556e8247-8463-4afe-bf1d-1c2a65c5baa8,['ab62de42-df96-493a-9898-cd11691cfa43'],"24/06/2022, 11:48:34",simulator,[1000],linear,10,1,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b7547c0d-4d66-43b0-a0fa-78e7c1b2455e,['dc3d0148-e7ea-4838-9aa7-0452ec6c5b9b'],"24/06/2022, 11:48:36",simulator,[1000],linear,10,2,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c7a393f3-b509-4482-b4b9-d557a31d8ecc,['9540ab6a-5362-4e66-b327-152cb46e7581'],"24/06/2022, 11:48:39",simulator,[1000],linear,10,3,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b7f5ca89-d349-41a8-b943-823494d2f784,['490db10c-26f8-4e20-9c34-98483fa7aed0'],"24/06/2022, 11:48:41",simulator,[1000],linear,10,4,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
f5d2d2d8-7d63-4ba6-aea6-fffd5bc3a0a1,['28617d54-35da-434b-b778-81833132d343'],"24/06/2022, 11:48:44",simulator,[1000],linear,10,5,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
526976ac-e130-4961-82ec-8bceb7cb16e0,['62b5888770abc26c2db1d9a7'],"24/06/2022, 11:48:54",ibmq_ehningen,[1000],linear,3,0,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1cc31a0e-2ed0-499a-8dec-ac29690593d7,['62b5888c4368cc2ccfcf0388'],"24/06/2022, 11:49:00",ibmq_ehningen,[1000],linear,3,1,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
7e68085e-58da-4226-813c-5a2a2eadb2cb,['62b5889170abc203dab1d9a8'],"24/06/2022, 11:49:05",ibmq_ehningen,[1000],linear,3,2,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
3fbf2eae-8f4e-4234-acdc-119f6b8900de,['62b5889770abc2b7abb1d9a9'],"24/06/2022, 11:49:11",ibmq_ehningen,[1000],linear,3,3,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8f671977-a7e5-4182-89bb-6f4919f6a1fe,['62b5889c70abc2c4d7b1d9aa'],"24/06/2022, 11:49:16",ibmq_ehningen,[1000],linear,3,4,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a90fb2ec-f9d7-4b51-bbc8-bfb9190bd5c7,['62b588a04368cc983dcf0389'],"24/06/2022, 11:49:20",ibmq_ehningen,[1000],linear,3,5,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cf66c1f0-0dbc-49a3-8844-234fe3778af9,['62b588a5237e871a2f132647'],"24/06/2022, 11:49:25",ibmq_ehningen,[1000],linear,5,0,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
094538c7-5539-458a-bf69-3b64548f9e86,['62b588ab237e87fb80132648'],"24/06/2022, 11:49:31",ibmq_ehningen,[1000],linear,5,1,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
f529df30-348d-4e11-b823-6cf840b9d0d4,['62b588b070abc26060b1d9ab'],"24/06/2022, 11:49:36",ibmq_ehningen,[1000],linear,5,2,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
33b5341b-2cc4-4cc9-aca5-6a4901eb91c0,['62b588b54368cc2486cf038b'],"24/06/2022, 11:49:41",ibmq_ehningen,[1000],linear,5,3,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
88fa9a18-86b7-4d47-a7b7-ed89b1732432,['62b588bbf5e8ea2c83a2e205'],"24/06/2022, 11:49:47",ibmq_ehningen,[1000],linear,5,4,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
d73fc297-f906-4022-a590-01b1ca9acfd1,['62b588c070abc2328fb1d9ac'],"24/06/2022, 11:49:52",ibmq_ehningen,[1000],linear,5,5,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
085ef5e2-6f06-48f2-85c1-99095991928c,['62b588c44368cc5700cf038c'],"24/06/2022, 11:49:56",ibmq_ehningen,[1000],linear,10,0,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
52e18fa0-b946-49e2-8bf7-a724dbe76212,['62b588c9f5e8ea693fa2e206'],"24/06/2022, 11:50:01",ibmq_ehningen,[1000],linear,10,1,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
7eb2f887-aa63-4e38-9443-00f1062dd506,['62b588ce4368cc7652cf038d'],"24/06/2022, 11:50:06",ibmq_ehningen,[1000],linear,10,2,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
68a75757-8f7d-4985-959f-f5f79da9467a,['62b588d4f5e8ea64a1a2e207'],"24/06/2022, 11:50:12",ibmq_ehningen,[1000],linear,10,3,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
71b91414-8ea3-4a78-9711-654b896090df,['62b588d94368cc6619cf038e'],"24/06/2022, 11:50:17",ibmq_ehningen,[1000],linear,10,4,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
5546075d-7b8e-4a14-b240-3bd152941693,['62b588df70abc23b86b1d9ad'],"24/06/2022, 11:50:23",ibmq_ehningen,[1000],linear,10,5,hn,Overlap,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c01f3c04-2c91-47ae-84b1-8b1307c67343,['7901c319-f5ab-4bf8-9d57-a8e7ae32dabc'],"24/06/2022, 16:29:56",simulator,[1000],linear,2,1,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
7051863a-053c-48b7-ba76-631641bf0542,['88cc280a-6606-4f05-bbf5-db2b9c0e9fff'],"24/06/2022, 16:29:58",simulator,[1000],linear,2,2,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
654edc34-c62c-4b01-a668-6bb0a30737e9,['cb4eace7-36f0-4c0b-8d90-59d62ced7c40'],"24/06/2022, 16:30:00",simulator,[1000],linear,4,1,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8aca376e-cad4-4bd1-b1f3-8e591804b205,['5a854cc4-f394-4225-a97f-893f57c79f85'],"24/06/2022, 16:30:03",simulator,[1000],linear,4,2,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1906e8aa-b6a6-4753-9311-ecd890bca700,['c6a8e690-e7e1-48fc-9be0-b75d67169d4e'],"24/06/2022, 16:30:05",simulator,[1000],linear,6,1,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1a526dae-4575-4e16-bffd-6d774ece1e3f,['6cbab333-5ef3-46ae-8e82-c1f3eee49cc2'],"24/06/2022, 16:30:07",simulator,[1000],linear,6,2,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
ff5a5e08-42ce-4317-bed4-cfe087adb550,['e4c7e75d-c730-4de3-8dc6-6a9ce7f58374'],"24/06/2022, 16:30:10",simulator,[1000],linear,7,1,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c0ca1ab4-22f6-4630-b83e-a2bc66629c3c,['63c6ee0c-8e58-4a6f-aa73-f2dc19888a51'],"24/06/2022, 16:30:12",simulator,[1000],linear,7,2,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4e0735de-af14-4b3c-8705-25026fb74b12,['e81559a7-8389-46bd-b763-c0d44f303a7f'],"24/06/2022, 16:30:14",simulator,[1000],linear,8,1,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
6b1fce9b-74af-4ff8-b80f-aad7f8bf5c18,['ca1dd192-c6e7-484f-8e1c-6f0aa2dcb13d'],"24/06/2022, 16:30:17",simulator,[1000],linear,8,2,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
db81636a-b4e9-4934-b93b-3d38b0c1dbdd,['4a4a3d87-a225-49d9-a1ec-6be1b5466297'],"24/06/2022, 16:31:14",simulator,[1000],linear,3,1,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b484235a-af32-415f-a29e-51590337f057,['fcefa6ec-9772-42b7-9fbf-98c1ebef8160'],"24/06/2022, 16:31:16",simulator,[1000],linear,3,2,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8b633ef3-47e0-4b78-8a33-5397a7d6164c,['38ddc9df-b1a9-442b-b258-c1a5e6f98d18'],"24/06/2022, 16:31:18",simulator,[1000],linear,5,1,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c6e757fa-ac17-431e-a5eb-e5440dbd51b7,['0b644467-2ebc-4908-b653-7f1b58f92ca4'],"24/06/2022, 16:31:21",simulator,[1000],linear,5,2,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
92919f6d-6246-4dc6-8c6d-d3d1d0485f71,['4301bd60-9fb9-49dc-a1d8-b9466a82130f'],"24/06/2022, 16:31:23",simulator,[1000],linear,10,1,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b062b1c4-eb30-4564-b5dd-8515a4b7919e,['7adb5a3d-301c-4e78-9c90-c029adb621e2'],"24/06/2022, 16:31:26",simulator,[1000],linear,10,2,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
914cbe84-d241-453b-8639-bbf2254e951e,['62b5cacd70abc23afab1da2f'],"24/06/2022, 16:31:41",ibmq_ehningen,[1000],linear,3,1,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
dc8844aa-7f48-4174-9411-7b84ba0819ef,['3b7ded5a-25db-4239-933e-72b04960824b'],"24/06/2022, 16:33:48",simulator,[1000],linear,3,0,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
2cece38a-5963-4a8f-b6de-87465c208333,['1b56ed43-1258-46a8-97e5-d49e305b3f8c'],"24/06/2022, 16:33:51",simulator,[1000],linear,3,1,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
f1160d00-ae4f-462c-84ab-59fd7f880c8b,['d8e4f9dc-a314-4792-b898-b3124dc7a545'],"24/06/2022, 16:33:53",simulator,[1000],linear,3,2,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
937706c6-e0c2-4aae-831d-04d980eaed77,['8c702636-1437-4c1e-851f-c5af438304fe'],"24/06/2022, 16:33:56",simulator,[1000],linear,3,3,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
03a6b6a0-3440-4c5d-96a4-c3594c97a2b8,['99acd5d7-eaf0-460e-9678-e89c7000ef09'],"24/06/2022, 16:33:58",simulator,[1000],linear,3,4,hn,HTest,False,mlae,5,0.1,0.05,0.01,True,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
