exp_id,custom_tag,job_time,programm_id,backend,exact,shots,archt,rhs,qubits,layers,cost,operator,innerp,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD
8dca9463-ecff-4288-b127-c61613d46e50,testing_global,"05/10/2022, 11:20:46",123,simulator,True,1000,linear_alternating,hnx,5,3,BravoPrieto20_Global,Sato21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c466fced-be5d-4958-be66-98cef5126fee,testing_global,"05/10/2022, 11:21:02",123,simulator,True,1000,linear_alternating,hnx,5,3,BravoPrieto20_Global,Sato21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
476793a5-b935-4b06-8899-6c2ab6a052ac,testing_global,"05/10/2022, 11:26:08",123,simulator,True,1000,linear_alternating,hnx,5,3,BravoPrieto20_Global,Sato21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
aa3584fa-9217-460d-8f95-1c7f6adeaeef,testing_global,"05/10/2022, 11:26:35",123,simulator,True,1000,linear_alternating,hnx,5,3,BravoPrieto20_Global,Sato21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
2af39a86-58dd-4582-994b-95faf51f5771,testing_global,"05/10/2022, 11:31:18",123,simulator,True,1000,linear_alternating,hnx,5,3,BravoPrieto20_Global,Sato21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
d0ad2554-70d7-4a02-b5bc-8b96afdba38e,testing_global,"05/10/2022, 11:36:59",123,simulator,True,1000,linear_alternating,hnx,5,3,BravoPrieto20_Global,Sato21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
f802c97d-09f4-4c3c-acb0-c1a3d8085763,testing_global,"05/10/2022, 11:39:03",123,simulator,True,1000,linear_alternating,hnx,5,3,BravoPrieto20_Global,Sato21,HTest,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
37b73a3b-c6b9-4318-8244-41b9a0a594d6,testing_global,"05/10/2022, 11:44:58",123,simulator,True,1000,linear_alternating,hnx,5,3,BravoPrieto20_Global,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
d14bf7e0-565e-4c52-a298-c20dbc4e41ed,testing_nonnorm,"05/10/2022, 11:56:22",123,simulator,True,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,exact,Statevec,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
eb4f12fb-7f8b-4f14-8a6b-aed1569cc275,testing_nonnorm,"05/10/2022, 12:01:16",123,simulator,True,1000,linear_alternating,hnx,5,3,Sato21_Nonnorm,exact,Statevec,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
3a54729e-ed26-4a8a-8fe2-e745e5a988f2,testing_nonnorm,"05/10/2022, 13:01:57",123,simulator,False,10000,linear_alternating,hnx,5,3,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
e731990b-7dfe-4831-bb45-d109e6c563b0,testing_nonnorm,"05/10/2022, 13:07:10",123,simulator,False,10000,linear_alternating,hnx,5,3,Sato21_Innerp,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
8031a4e1-e3eb-4128-bd02-3dd111c441e4,testing_NFT,"05/10/2022, 14:11:20",123,simulator,False,10000,linear_alternating,hnx,3,1,Sato21_Innerp,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
863fd662-a2b5-4f15-bf47-5dc77a2f402c,testing_NFT,"05/10/2022, 14:14:10",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Innerp,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
2f350c2d-c590-4de0-819c-1640a479afd1,testing_ADAM,"05/10/2022, 14:17:53",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Innerp,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
6bdd2dfa-e4d2-4cbc-8a8b-aa7786da6128,testing_CG,"05/10/2022, 14:45:58",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Innerp,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
69a4375d-53d9-4753-b9d3-a1b5eb70254c,testing_CG,"05/10/2022, 14:53:57",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Innerp,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
da256d89-5e41-4339-acd6-1466a9a08977,testing_CG,"05/10/2022, 15:45:22",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Innerp,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
3195eb51-7d88-423e-b3cb-a9e25935ea25,testing_CG,"05/10/2022, 16:27:54",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Innerp,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
14b9c166-b062-4bce-ae39-59a7c2c789e7,testing_CG,"05/10/2022, 16:40:21",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Innerp,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
062fac81-69c8-414b-82f3-0a74b42f0fef,testing_CG,"05/10/2022, 16:42:17",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Innerp,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
cb58605e-95b2-4042-be73-1a3770e791c9,testing_CG,"05/10/2022, 16:42:44",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Innerp,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
612e6477-bb07-4228-bedc-0b887a097749,testing_CG,"05/10/2022, 16:48:05",123,simulator,False,10000,linear_alternating,hnx,3,1,Sato21_Innerp,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
d2d91ad1-995f-4383-98f1-c8c13ef6ecd7,testing_CG,"05/10/2022, 16:50:55",123,simulator,True,10000,linear_alternating,hnx,3,1,Sato21_Innerp,exact,Statevec,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
927435a4-8f6e-4b14-9e72-660d4ded63e7,testing_CG,"05/10/2022, 16:53:51",123,simulator,True,10000,linear_alternating,hnx,3,1,Sato21_Innerp,exact,Statevec,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
c0eda2eb-6ecc-46d0-9832-b2b9386388d5,testing_CG,"05/10/2022, 16:59:39",123,simulator,True,10000,linear_alternating,hnx,3,1,Sato21_Innerp,exact,Statevec,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
a252371a-f7c2-4945-b314-a0972f474dad,testing_CG,"05/10/2022, 19:58:15",123,simulator,True,10000,linear_alternating,hnx,3,1,Sato21_Innerp,exact,Statevec,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
307737c8-213b-4260-b1fa-2da1371f8e6a,testing_CG,"05/10/2022, 20:02:05",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Innerp,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
9e74337f-46c0-4d34-96a3-3329571b70d3,testing_OPTs,"06/10/2022, 10:48:01",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Innerp,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
4363ab4b-7342-4cbf-bea7-a1216367b2ef,testing_OPTs,"06/10/2022, 10:52:34",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
34ebc85d-83f5-4aab-87f3-f4ced32488c5,testing_OPTs,"06/10/2022, 10:55:44",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
a17e90fb-1e76-431f-8235-99f4587a798a,testing_OPTs,"06/10/2022, 11:09:58",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
f6e42916-166c-499e-a5a3-703de94f85e6,testing_OPTs,"06/10/2022, 11:15:51",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
1ac0401c-c5c6-4114-b9ae-6860919e3cf8,testing_OPTs,"06/10/2022, 11:29:14",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
1fd64fd7-08c2-4826-b9b2-c828d6c41671,testing_OPTs,"06/10/2022, 11:33:01",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
27d882db-21d9-40dc-9ce9-b8ee8441d7b1,testing_OPTs,"06/10/2022, 11:36:40",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
eb1322f6-6936-4a9c-8953-26e9bf0ee6c4,testing_OPTs,"06/10/2022, 11:39:09",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
3202810b-de1d-4a27-b231-aafaae42540c,testing_OPTs,"06/10/2022, 11:42:22",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
32cd2d30-ddc9-421d-b77f-3808611bc950,testing_OPTs,"06/10/2022, 11:51:42",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
653ef4c8-4031-4031-acee-e4788ae31425,testing_OPTs,"06/10/2022, 11:57:41",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
af20d08b-3654-4e06-b284-8cd1140c1c14,testing_OPTs,"06/10/2022, 12:50:44",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
c3b41aea-865a-49e3-81c4-6fe6d37c001e,testing_OPTs,"06/10/2022, 12:54:30",123,simulator,False,1000,linear_alternating,hnx,3,0,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
761eea4d-4951-40b7-b285-52dcd3eda43a,testing_OPTs,"06/10/2022, 13:08:10",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
db1626d9-aac4-493a-bbd6-7959f21a414e,testing_OPTs,"06/10/2022, 13:12:12",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
a49b37b3-ddfe-488c-ad8f-18ad8a138d80,testing_OPTs,"06/10/2022, 13:16:01",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
01eba95d-c333-42bb-bb69-3e1c76905f78,testing_OPTs,"06/10/2022, 13:55:04",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
d0d58518-3b59-48f0-9fcd-f4f3b8bd1126,testing_OPTs,"06/10/2022, 13:58:07",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
95b12c91-5cef-4465-820d-d569006b20b8,testing_OPTs,"06/10/2022, 14:02:05",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
7c9061e4-6ec1-42a1-b803-15517d1264f8,testing_OPTs,"06/10/2022, 14:07:56",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
7f396661-57fe-4bba-b4eb-f152a03f349a,testing_OPTs,"06/10/2022, 14:17:12",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
6caf68b4-177e-449a-944c-97933fcac0e5,testing_OPTs,"06/10/2022, 14:21:50",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
5491815f-258f-4c10-883e-f855ecedf73a,testing_OPTs,"06/10/2022, 14:24:48",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
20e9d6e2-af98-4223-a6c8-a60eb82d47bd,testing_OPTs,"06/10/2022, 14:27:38",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
d4afcb73-8fd5-4a26-93c4-7f6ed50610c2,testing_OPTs,"06/10/2022, 14:28:13",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
537ef1dc-b9ee-4c45-a51e-f977b7a6f3c2,testing_OPTs,"06/10/2022, 14:28:53",123,simulator,False,1000,linear_alternating,hnx,3,1,Sato21_Nonnorm,Sato21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
ccvdag4su86pd1v3e450,testing_real_backend,"06/10/2022, 15:16:48",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hn,5,3,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
ccvdal4su86pd1v3e47g,testing_real_backend,"06/10/2022, 15:17:08",vqa-poisson1d-rLQxBD6VZx,ibmq_ehningen,False,1000,linear_alternating,hn,5,3,Sato21_Nonnorm,SatoLiu21,HTest,['ry'],cx,rx,rzz,ryy,hadamards,True,False,False
4c04ae73-942f-4f45-9b00-e64f9e18d926,full_vqa_exact_bfgs_1,"11/10/2022, 12:59:17",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Innerp,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cf0ed70b-a7bc-4d49-a13a-7332cc026352,full_vqa_exact_bfgs_1,"11/10/2022, 12:59:21",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Innerp,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
e2be3329-2d9e-4f01-8a4c-cb33d27e2a6e,full_vqa_exact_bfgs_1,"11/10/2022, 12:59:23",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Innerp,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
7999322d-1459-4712-a49b-37f6c56bc3ed,full_vqa_exact_bfgs_1,"11/10/2022, 12:59:26",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Innerp,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
f48aa858-3bd4-41f3-a541-2d9b4e195930,full_vqa_exact_bfgs_1,"11/10/2022, 12:59:29",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Innerp,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
735de6a7-b446-47cb-8964-21d5e94e0022,full_vqa_exact_bfgs_1,"11/10/2022, 12:59:33",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Innerp,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
66c3a8d7-9f90-41db-8a26-e5338ba259a0,full_vqa_exact_bfgs_1,"11/10/2022, 12:59:36",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Innerp,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4380b5d9-a0e1-4098-b811-42f24d32e420,full_vqa_exact_bfgs_1,"11/10/2022, 12:59:39",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Innerp,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
f15f6455-a691-400c-b1a7-2fc20a7aca7b,full_vqa_exact_bfgs_1,"11/10/2022, 12:59:42",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Innerp,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
47db7789-65e7-4279-94e1-a5d55bc3ce3f,full_vqa_exact_bfgs_1,"11/10/2022, 12:59:45",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Innerp,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8eefc875-d8f3-47f1-9f3d-89264c8962a4,full_vqa_exact_bfgs_1,"11/10/2022, 12:59:48",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Innerp,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
3d9230a6-b88b-4d8d-90ed-fad0adf6b257,full_vqa_exact_bfgs_1,"11/10/2022, 12:59:51",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Innerp,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b76b834f-8d20-4889-87fe-48f91e181fed,full_vqa_exact_bfgs_1,"11/10/2022, 12:59:55",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Innerp,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8dbe5f1d-19ba-401a-9806-5e9d51a56cdd,full_vqa_exact_bfgs_1,"11/10/2022, 12:59:58",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Innerp,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1b479ae7-5eba-4e1e-9308-2c3d2efb16cf,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:01",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Innerp,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
74295402-ccf5-4cc7-bad5-f028174bfdf1,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:04",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Nonnorm,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
22064987-2ab8-4713-90c2-70deaf62e614,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:07",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Nonnorm,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
fbf42fc2-3708-4b73-bdbd-cbe314b6f194,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:10",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Nonnorm,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
19757fc6-c3df-46b8-8725-fcc3aafb671f,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:13",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Nonnorm,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
01720ba4-928f-4fc6-97d6-5d4e6f487d48,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:16",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Nonnorm,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cf0a48a1-ec7c-44b0-bb4f-39119fe74c8a,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:19",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Nonnorm,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
0de543f9-c36d-493f-a956-5c255fc22706,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:22",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Nonnorm,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
41d61606-d9b9-444d-b564-28a7d31a097f,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:25",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Nonnorm,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
6c1263b4-7025-443f-a69e-d4150fba8428,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:28",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Nonnorm,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a0030e85-4d73-4142-9c4b-87a8c0fc54a9,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:31",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Nonnorm,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
e5b265d0-d007-40bd-86e4-5ffa78c37491,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:34",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Nonnorm,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
78d63d90-6842-4b7e-9d95-194a4301b43f,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:37",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Nonnorm,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a2dc8d31-4e1e-42bb-9a96-d000c15c9b46,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:40",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Nonnorm,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cbbefd0f-8dad-44f1-b13e-5f96a52340bc,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:43",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Nonnorm,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c33cce08-40b0-4d41-b71f-e9cc94e640c7,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:46",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,Sato21_Nonnorm,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
aad17552-9b5e-4d91-b919-b7ab97a09d15,full_vqa_exact_bfgs_1,"11/10/2022, 13:00:48",vqa-poisson1d-rLQxBD6VZx,simulator,True,1000,linear_alternating,hnx,3,0,BravoPrieto20_Local,exact,Statevec,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
